3U8856,78080B
O36975,781140
NH393,868094
BX8011,71BF13
U6299,4249E8
PR2842,75824C
TK872,4BAA79
LY5110,738068
JL4691,861B28
HH7272,735043
NH240,86787C
HO1320,780977
3U8547,780B67
RJ701,74072E
Y87545,781220
ET686,04000E
LH720,3C65AB
BA257,4007F5
BA5,4007F7
CA806,7806F0
G9548,896486
NU71,840659
NH94,8675B4
MS612,0101BD
TG923,885172
WY671,70C0A5
CZ8372,780451
SU1956,424255
DZ6205,780F7F
NU50,84183D
XY58,424793
EY315,896386
BS308,702075
D7313,750299
NH619,86D8FC
Z2307,758233
KL452,484FAD
CZ6532,780768
5J108,75816E
5J551,758229
KE1412,71BF19
BX8800,71C055
VN7379,888062
5J5054,758328
TK368,4BB1E7
HU6361,7804A2
NH394,86D921
JH351,841024
TK386,4BA9ED
BC591,8681AE
AF463,3965AB
UK986,800B70
SM602,0100F6
CK206,78071B
SU1166,155BD1
AK516,750452
Z2763,7581F7
KE1001,71BF16
IT230,89902C
PC3016,4BA745
6J72,86CF91
HU7001,780373
LY356,738065
BA64,400690
S7961,4242ED
TR379,76D032
AQ1117,780D02
PR2140,758344
QR35,06A0B3
BL520,8880F9
O36870,7810C4
PR511,7583ED
QR490,06A04B
MU2243,7802C8
SC8763,780895
SM502,010194
MH2547,750236
AK5110,750467
EK764,89639D
TK736,4BA995
SU250,424575
AK6350,7502AD
TV9855,7806DB
G9498,896466
EY5,896329
HU7029,7808BC
7L262,600BBE
DZ6262,78104A
7C103,71C019
NH8562,861B69
5J483,7583F8
MH3183,750065
CZ437,7805A9
CA912,780CBA
BX8891,71BF53
QR573,06A2B0
IA116,72866A
BA72,406D79
CA1691,7809A7
3U8573,780E50
TK419,4BAACB
JL2233,84B758
FT931,0101CB
PN6253,780C0F
HO1322,7804E6
QR147,06A0BE
QR517,06A03E
PR338,758335
MU9613,780DE1
5J564,7583D1
VJ187,888151
BK2891,780E02
S7117,424585
5Y594,A62778
JL2181,84B824
LD831,A87FE4
BA142,400691
DZ6219,780315
MU5281,780B3B
MM311,86D273
SA286,00B1EF
QR535,06A08C
CA4589,781247
FZ29,896378
7C2461,71C020
QR115,06A0AD
3U8219,780071
WY154,70C0F6
VJ879,888142
TK964,4BAA45
MM80,86CEDF
MU591,78045D
LX1324,4B18F3
PN6305,78079F
SV828,710130
PN6243,7810B5
SV1910,71011F
EK9280,8963A1
NU51,8409ED
CZ384,781148
AK1510,750287
LH613,3C6489
QR69,06A1BE
NH1761,847434
HU8989,780566
7C201,71C031
BL480,888149
SU5603,4240DF
8L9994,78055E
SC4989,7BB133
FD3416,88044F
JL474,851BBA
BL793,8880CB
HU6360,7808DF
LJ952,71BD59
AF6750,3951C2
EK126,8963DE
PC1800,4B8E12
JH301,845F30
BA262,40057D
RS762,71BA12
JL300,86EF68
SC8829,780C8F
JL102,861AE4
WY691,70C0DE
JL2050,84BBB8
MM101,86D22F
3U8995,780468
SV1959,710083
JL305,84013F
ET704,040141
SV61,71002B
QR507,06A02B
AF671,3949E1
SC4763,7BB132
KL895,484CBA
TR978,76BCCB
MU2209,780C52
WY431,70C09E
HU7293,7800DA
UA155,A48DEA
HU7031,780DBE
UT437,A045A3
VJ679,88811B
JL453,862D2E
BZ403,800B05
WY901,70C0BC
CK264,780630
PN6219,780BA6
EY30,896399
CZ3994,78007C
5J891,75829D
EY71,8963F9
HU7005,780FFE
HU7865,7811F2
EY305,8961EA
PN6297,780E86
6H702,738285
KL809,484416
VN1563,88808F
JL2401,84C586
EY313,89612C
GK525,841B28
EK431,896179
EU2284,7810EC
OV265,70C0F4
CA1419,780069
QR179,06A0AB
OV18,70C0F3
AQ1053,780D03
QR201,06A023
ZH9112,780469
5J839,758323
JL253,85153C
GA891,8A05AC
JL2301,84BB30
JL221,851936
CZ8289,780CB0
DK2564,45D966
SU5606,4000FB
RU9977,4243FF
NH1200,861B86
TW297,71C253
SC8783,7809A1
EK835,8960D5
AI120,800733
IG7800,3C6649
A3936,4690F9
TR902,76D241
SU5626,4000F9
EK2547,8963DC
VJ120,88813F
5J652,758088
EK440,896454
EK52,896456
EK776,896217
GJ8771,780E55
NH652,861B64
PR2130,7583AB
KC860,48411A
CZ8596,780C78
HU6129,780B1A
LJ221,71C016
QR41,06A2B4
FX5142,A03423
AK6123,75027E
EY22,89612D
GF752,89405D
MU2190,7804B8
G9472,896371
6E54,800B12
JD5216,780114
QR523,06A050
8L9857,780B00
JW180,846078
3U8259,78050F
MF8674,7802E5
SV1383,7100B1
EY8,8962E2
EK62,8963D8
IK2468,4242A7
SC4873,7806E9
G52631,781222
MM151,86CF89
CZ3399,780CCB
OZ8911,71BD14
PO718,A5D87A
BR149,899072
5J474,758109
JL3052,851BFE
MU7062,79A047
ZH9900,7808AD
EY275,89642A
JL490,850E9C
CA1361,780005
TR890,76BD41
AQ1027,780E8C
SC4909,780FF2
MM191,86CF67
QR8612,06A1A3
MU2255,78055C
GJ8839,781259
WY637,70C0B9
NH51,8686EE
NH280,86DC90
SV1663,7103DC
CZ8249,7809E8
TK2022,4BAA63
JD5153,7802DC
PR383,758307
CZ6210,780248
PO237,ABABB7
QR31,06A0B9
CA4247,780066
SC4819,7BB131
TK352,4BAB25
SC8897,780C90
SU6630,4248E4
MM131,86CF45
UU974,3A2E24
Y87561,78097E
9H8377,780B97
AK138,750441
EK48,8963EE
5J992,7580C5
CZ3138,7809E2
JD5121,780EC5
NH582,86D1DE
DZ6213,781049
QW9865,780F7D
CA1403,780ACF
JH361,842208
PR1810,75823E
KZ159,846A5B
GJ8757,780E17
T53922,601832
PN6227,781038
Z2780,758528
9C8655,780305
EK771,8960DC
SU260,424922
JL452,86EF8A
PR2204,75808C
HO1094,7810E9
TW671,71C220
QW9881,780FC8
GM8756,4B1936
FZ716,89632E
JL2051,84C214
MF8403,781116
MU5633,78119B
CA1621,780FB3
JH141,840C90
EK58,8963E7
3U8555,780E4D
JH341,8408FC
CA4403,798035
8L9557,780E97
AI34,800415
KE914,71C082
GA983,8A04F7
OD2105,75041B
SV822,710057
G9436,8962D0
UT361,424560
6J12,86D1F3
KL835,485000
LJ261,71BD56
FX5030,ABBE23
3K595,76AA61
HU7720,780688
NL892,7609AA
9C8779,780B57
GK312,841794
CA180,78031F
BC101,8681B4
EY217,89625C
AT217,020121
8L9619,780C72
3U8877,780E4F
SV930,710103
VJ121,88811A
BC182,8681B7
AQ1023,780418
CZ471,7804C6
QW9867,78113C
LJ201,71BD61
NH93,861E4E
OZ768,71C286
QR215,06A02D
SC1151,780741
JL290,851F4E
EK543,8963E1
FU6667,7811D6
NH522,868428
GK303,84106C
TK338,4BAA72
EY673,8961A3
ZH9191,780C69
5J382,758228
FU6629,7812AA
BA124,4006C4
NU43,840D81
PR2982,758087
GJ8907,780F07
IT301,89902D
9C8613,780D73
BC140,8681BD
VJ501,888096
PN6365,780CC8
HX305,780A5E
S7874,424131
JL430,850D8C
TK702,4BA8E4
Z2611,75832F
ZE205,71C097
NH451,8477C8
UL142,773644
CA890,7808C8
TK6536,4BA893
S7115,424583
KY8305,780CC1
NH402,8464B0
NH692,861BEC
SU500,42434C
3U8317,780C29
G8461,800B0B
BK2819,78072C
LH757,3C4AD2
JL2371,84C29C
9C8821,780680
CA9611,780831
8U970,018035
AQ1029,781029
6E428,800B78
DZ6241,7810D1
EK714,8963D2
SV1960,71008A
JL277,86EF67
CA4163,78096E
NH632,85DB54
UT806,424292
9C8909,7808CD
6E84,8007DD
MU5459,780CA3
NH672,86D594
MU5202,781230
TV9877,7810AB
QR118,06A046
AI30,800735
EY485,896464
NH241,86837C
JL491,851958
NH14,86785A
PN6247,781039
MU5945,780C60
9W582,800B1A
HO1078,7805F5
BC831,8681AD
EY23,8961A5
GF69,89405E
TV9832,78085E
EY248,896398
9W551,800B65
KC138,484340
VJ841,888040
CA1573,780CBF
JL503,86EF00
ZE621,71C036
ZH9114,7812E7
BA39,406F7C
CA4013,7800DE
HU6090,780459
AK126,750440
HU7294,7800A7
GF703,89405C
6J52,86CF09
6E242,800602
HO1350,78095F
FZ706,89632F
NH338,8621E2
QR8419,06A2C8
MS958,01013D
MU2293,780460
AI946,800544
EY211,896160
TK347,4BA916
GJ8001,780FE4
NH532,845DAA
RQ92,700029
TK686,4BA90C
TW607,71C294
DZ6231,780E64
LJ215,71C015
5J649,75816D
PR485,758338
JL2431,84C27A
CZ3166,780674
DD3143,881047
ZH9343,780FD1
6E169,800B38
JL960,8514B4
EK92,89647D
3U8773,7807B0
SU1869,424590
IX252,800449
QW9771,780EEC
7J628,5152EF
CA4245,7808A6
TK762,4BA947
EY48,896385
GF17,89406E
JL161,8514F8
JD5521,780C0C
NH50,867570
LH780,3C64EF
MF8043,78120B
SC8735,780367
EY65,89643E
TK144,4BAA73
3U8251,78030F
G9455,8964C6
ZH9967,78070B
TK295,4BAA10
AY143,461F0B
JL2200,84C302
MF8439,780F0E
AI337,800BFB
QR579,06A0FF
GK629,8474F0
CZ6151,7807C1
JL431,851186
7G11,84C0AA
HO1205,7802C0
MH1427,750222
FU6663,780B99
EY4,8963CC
BL510,888148
JL900,862DD8
NH583,86D2AA
S7217,4242C9
GK200,84715C
G52837,7804B0
SC4725,780B6B
KE3678,71C240
8L9567,780567
JL2000,85188C
AZ853,30061F
BL781,88814D
QR21,06A0B8
LH761,3C65A8
AF276,3965A8
EK414,8960F0
EY15,896354
ZH9157,780D67
GA893,8A05AD
WY667,70C0DF
CA904,780298
GF60,89405A
SC4815,7806EA
MU2129,79A073
JD5637,7804D8
EK823,8963DA
QR557,06A19F
HO1105,78095E
PC1675,4B8E19
AK5135,7502B7
VS250,406ECD
MU9643,79A022
SV1166,710070
EK525,8960DF
LH714,3C6703
NH1710,861C10
TV9809,7810A2
MU9947,780B79
TK782,4BAA69
3U8635,780C2C
PN6395,78068E
CA4455,7803AF
CX932,78018E
FZ438,89646A
3U8817,7805B9
EK788,89621B
SL618,883289
AK237,750149
SG2,8001D9
FD624,880455
AZ826,4CA82F
CA4511,780C9C
U62954,42430B
EY242,896299
SC1183,780C92
JL2383,84BACA
IA444,728665
WY297,70C0F2
BA79,406F7B
NH371,8675D8
QR1368,06A0B4
ZH9990,78004E
JL622,862D72
BA106,4005E3
KE1331,71BD99
NH562,86E4AA
JL252,851CCA
AK11,75033D
9C8831,780D4B
QR827,06A0C0
9C8839,7807B2
EK9978,896228
JL605,862D50
SC4829,7BB135
CA403,7807CB
MM12,86CEBD
PR2520,7583AE
6J11,86D215
CI223,8991C0
NH501,868B50
JL213,84C236
GN8391,7811DB
AK6413,750148
EY269,89643D
TK792,4BAA8D
CA9505,78090F
JD5587,7806F7
9C8809,7811B2
SU1964,42434B
U62812,424927
EK926,896317
3U8516,7803F3
CA9805,798032
AQ1105,780E8A
EK203,896473
EK604,896215
SC4697,780F66
CA4451,7810BA
CI110,8991A9
FM9537,780300
9W523,80067C
9C8574,7811B0
BC301,868043
EK513,89620D
BC761,8681B0
GT1071,7806C3
U62910,424435
8L9849,780AFD
EK650,896306
CX55,780218
FM9205,78091E
JT109,8A067F
3U8896,780DDE
EY613,89629C
EY18,89649E
TK488,4BA992
HD100,8404F4
VJ925,888097
FZ72,8962B7
QR123,06A049
CI5510,8991A4
QR874,06A143
9C8813,78082D
NH792,86DDF0
3U8139,78112E
OS641,44082A
EY57,89613E
3U8207,780735
IT236,899025
TK120,4BA994
JL475,8518D0
TK696,4BAADA
QR208,06A153
3U8741,780B68
MM23,86D31D
PG100,8840F4
VN208,8880E4
SC1155,780B06
SV1684,710082
JL688,851C86
MF8199,7812F3
AK5192,7501FD
AK272,75006E
EK84,8964A0
SQ325,76CEF9
HU7592,7812E4
JD5222,780C0B
BR166,899071
7C140,71C049
GF560,894065
EK623,896120
KA319,780186
LJ77,71BF43
WY849,70C0DC
NH463,8682F4
EY238,896429
ZH9887,7802CF
EK432,896216
TR100,76BCC4
PR487,758404
4B9651,14FA34
BR182,8990B1
NX825,78041B
HO1171,780D91
YL100,018087
GF7,89406F
CZ3992,79A01D
3U8689,7803E5
TK72,4BA952
LY52,7380A8
VJ271,8880C1
NH732,86E4A6
WY102,70C0A7
Y87503,780090
SG14,8006FC
MF8040,78120C
QR704,06A103
S73510,424428
CZ3611,781031
CA1861,780D85
BK2751,780B50
8L9705,78055F
EU2223,7802D0
MF8001,780CDF
QW9785,780EED
WY211,70C0A2
TW281,71C095
NL720,7609A3
JL2171,84B79C
JT397,8A0209
SV3947,4B846D
QR663,06A088
VY7783,34454A
TK791,4BAA4B
EK539,89611D
EU2715,780832
PR2872,758073
OK250,49D0BD
S7907,424287
CZ6651,780F13
CA9631,7807CA
AK6430,7502B3
JL606,851230
5J150,7583E8
IT240,899027
JD5167,780D7E
EY84,8961E7
EK305,8963E8
SU1120,155C0D
TK828,4BAA4F
SL800,883292
3U8829,780C28
TK114,4BAAC5
CZ3183,7802DE
TK775,4BAB30
ZF6132,424988
9W520,80067D
TV9853,78089B
AF256,394A0B
MU2058,780EC0
KL878,4851AE
SU525,424342
HU7304,780BE3
QR114,06A0C2
SU1428,400140
EY232,89642B
ET405,04005D
5J2590,758070
3K761,76AA66
OZ8904,71BA47
MU5534,780EDC
TV9879,7810AC
EY73,896489
MF8104,780358
CX238,780A63
3U8357,780467
GF19,894078
EY38,896342
9W563,80043D
EU2207,78088F
TG332,885225
AK5744,750465
CV942,4D0113
JD5315,7804D7
PA411,760481
LH728,3C65AE
6E475,800BC0
CZ3473,780262
3U8725,781012
SC8880,7800C0
GF764,89402E
CI166,899042
ZH9852,78056C
HD71,841E00
DZ6273,780D8D
ET3607,04008A
TK770,4BAA8E
KQ311,04C045
KL461,48418B
WY144,70C0AD
KE932,71BE32
VN302,888098
GK411,845F78
3V807,4408FF
TK814,4BAA85
SC4957,780AE7
HU6157,780D30
QR195,06A032
JD5595,780CF1
AQ1055,7811A1
JL551,862D94
CA1961,780ACB
SC4967,780D0A
JL662,85120E
TK692,4BAA8B
MU7139,7803EF
MU2335,780659
MU2175,7800AB
SV1861,710081
CI278,8991A5
EK569,896218
SV1947,71040B
CZ3172,7809FC
ZH9151,78050B
FD3036,880C41
EY323,89625A
EY75,8964BF
EK705,89631C
SC1161,78116C
MH2542,750208
5X108,A3ADE9
NH2152,86CFA0
KE1202,71BF07
CA4415,780068
OZ934,71BC23
MU2621,780AF7
GS6537,780805
HO1252,7810EB
JL585,850E58
FD3042,880450
VN209,8880C5
SK997,45AC49
G9464,896485
MK640,060021
LX243,4B1887
FM9535,78077D
PR1845,7580B2
JA140,85151A
BK3017,780C56
AK182,75043C
UA955,A2CA64
JL3040,8511A8
MM1,86D251
EK182,8963D5
EY31,896461
CA1479,7803F4
QR419,06A091
QR1346,06A096
BK2883,7800A3
Z2942,758502
MU9938,780D1E
9C8753,780CE1
JL640,86222E
SV836,71005A
3U8569,780F31
LO727,48AD01
DL166,A0D5AA
NH8518,86E488
9C8819,78082C
TK26,4BA953
9W514,800AFC
OZ197,71BD07
WY124,70C0A4
FM9379,7BB0C0
NH1271,86E184
SC4644,78111A
9C8708,7809AB
9C8621,780B71
KE536,71BE29
3U8603,780C2D
AK5246,75015A
AK5432,750333
MF8122,780E43
HU7391,780512
CA1353,78115E
MU9726,780E82
HO1138,781056
QR1438,06A028
JD455,781094
TK173,4BB1C3
CA1283,780C41
MF8395,780EAC
G9504,896383
CE7137,7804B4
NH1696,867D00
EK86,8960F6
SC4839,780D0B
AK1206,750286
7G73,84C43E
BC171,8681BE
DJ1,8408CC
KU677,70602B
QW9845,780DA1
MU5714,780E7F
LH712,3C4A8C
NH862,86E7DE
MF8117,781093
CA4271,78048F
G9420,89642D
CI164,899084
CA9635,780698
OZ731,71BF47
PC101,4B86D0
QW9838,7802B3
CZ3280,780771
SL727,8832B1
6E5924,800623
9W573,8001CE
OD1017,7503DF
AZ769,4CA262
HO1161,7807D8
6E282,80064A
EU2289,780D6C
9H8411,7811D3
AK6012,7501E6
MK34,060030
MP8142,4841C4
QU4474,5083C5
KN2985,7805BD
CI7915,89904B
UT355,4240EB
JL903,868DDA
VN1621,8880C0
6E128,800B11
6E844,80068D
VN161,888061
EY281,8963AA
Y87501,780BDE
SU6980,4248E7
G9296,896496
TK889,4BAAC6
JL2151,84C5A8
8L9695,781051
6J23,86CF4D
EK956,8960DA
IT654,899024
I5548,800BEA
HO1679,78009C
JL276,850E36
CX650,780AC8
QR93,06A102
PG938,88420A
LJ647,71BD58
HM187,07403D
RO187,4A08E8
CA1207,780ACE
CZ3269,79802C
QR286,06A08F
IX344,800B9A
CA4151,781246
LD561,7801C0
TK70,4BB142
PR2968,758201
AK828,7503C8
IX350,8003B0
AK1490,7503C4
QR164,06A0B1
NH731,85D7C0
PR467,758336
MH797,750214
PN6249,7810B4
3U8369,7805BA
NH802,86DA38
NH561,86EFAD
MU7661,781214
BR891,899055
HD118,8470A0
EY1,896488
3U8991,78080A
JD5337,78085D
HD12,840593
9H8365,780B98
WY206,70C0E1
JL2001,8515C4
SL549,8832B5
DD6366,881053
NH1731,861FA4
QR9,06A14A
CZ461,780DA8
G9621,896337
6E351,800718
PR453,7582F9
NH601,86835A
LJ211,71BD62
FZ860,8962C0
SC8809,780DEC
NL727,7609CE
S73276,424549
3U8859,780CED
MU2359,79A011
IT210,89902B
U67066,4245AD
EY251,89637C
3U8849,78080B
8L9956,7810C0
PR859,7583E2
Z92126,68323E
U62641,424615
5J792,7582B4
CA1893,7808A7
5X12,A757A7
CA1229,780D83
BR76,8990D7
MF8022,780F9F
MI436,76CD90
7G74,841B6A
EU2741,781024
SC8843,78111D
JL231,851848
QD681,70E057
VJ620,8880CC
TK726,4BA9E7
EU2258,781021
PO947,ABC5B8
NH432,862DF4
EY11,896406
IX613,80044B
Z2481,758224
DD7102,88104B
CZ6899,780675
RO167,4A08E6
MF8087,7810B3
SU1701,424923
NH460,867592
CA1461,780492
PR2558,75807F
LY1,738042
KL887,484001
KU358,70604D
WE177,885302
UO552,789206
BL782,8880EC
CZ3197,780247
MI750,76B4F1
GK153,847884
CA8945,780FDD
Z2350,75853A
CX465,780A49
HU7741,780E2A
FD396,880853
9W565,8001D0
QW9798,780E34
OZ184,71C265
SU1442,424298
3U8865,7803E3
MU5137,780FEC
EY103,896407
TK779,4BAA74
LO723,48AD00
QR970,06A061
QR476,06A069
AK890,7503B1
MU5233,780B81
JD5523,7806F6
CA4193,780FE3
EK231,89645A
WY132,70C0CD
FD101,880846
WY115,70C0EE
EU2771,781023
HU7870,7805D3
QR1369,06A139
TV9873,780900
LH716,3C4B28
VJ621,8880D9
HO1011,7806A5
KE763,71C273
AI114,80073B
EK309,896196
QR664,06A083
A3982,4690FA
AQ1061,781026
FZ782,8964D3
0B1137,4A09AD
KE747,71C212
LY2524,738069
JW905,84116C
CA4187,7804BC
BR108,8990B2
GJ8881,780FE5
8L9940,781073
HX682,780A24
MF8029,780EAB
NX870,780345
CA1034,780C5B
AI142,800732
BC501,868038
9C8920,780E42
EY228,896255
MU7635,780E81
MI962,76B4EB
9C8671,780DC8
JL90,862D0C
5J624,75829E
QR256,06A08D
BK2893,780F4F
SV1127,710051
MU5318,79A046
AH4622,0A0045
SU1300,155BD4
SU505,42432C
QR1130,06A1DF
HO1288,781251
FM9382,780695
5J249,7582B3
LY319,73806D
KU302,706026
LH601,3C4A8B
NH602,845D88
WY844,70C0AB
QR426,06A02F
DD7804,881043
CI5398,899112
EK533,8963DF
S73280,4242EC
TK3908,4BA9C4
KN5855,780F19
XJ761,886284
MH2603,750211
DR6567,780035
CZ3533,780CB2
TR866,76BCC3
9C8768,781011
NH1711,85D098
9C8930,780714
9C8773,78085F
CZ6657,780746
TK878,4BB1E5
QR8144,06A07F
EK501,8963EA
FZ673,8963AE
JH300,841E74
HU7271,7808E0
CI102,8991B2
SV826,710063
FD515,880850
AK542,750459
BR112,89904D
AK504,75043F
6E872,800C1B
KE621,71BD34
JL500,86EF6B
QR703,06A107
CA4175,7809A3
NH53,8686CC
MH805,75027F
QR605,06A076
TR608,76D033
GF271,894074
HO1149,780CC5
BR178,8990D0
CA4249,78103A
AK854,750464
LY17,738075
TK68,4BA94B
JL302,86EF6A
PR428,758369
BL791,888144
AQ1051,781027
EY205,8962E4
MM133,86CF23
XY61,4241B0
LY344,73806E
GF181,89406D
ZH9951,780E0E
SN3292,44CDC7
5P5394,489C01
AK536,750463
HU7207,780E98
G9618,896401
MU2303,780C4D
TK141,4BA9A8
ET504,04004C
EY267,8961E9
GT1013,780539
Z27110,75847F
3U8669,780B66
EK523,8960DE
D7333,7501E8
5J625,75829C
SU1893,4242DC
JL541,851CEC
EK2630,89631B
ZE881,71C035
HU6189,7812EA
CZ6748,78062B
KN2381,78027E
AF1121,3991E8
UX958,344297
UF208,508338
MU5620,780EBB
NH701,85C5DC
CZ3051,7807DB
FD3226,88044D
TK577,4BA910
SC8749,78067C
MF8393,780D75
FD3160,88084D
BR217,89907A
MI972,76CD8F
6E308,8007DF
CA1437,780760
9W762,8007C1
PR662,75831E
6E643,800C6A
MU5181,780DE6
QW9793,780C4B
CA4407,798038
OZ588,71BC36
TK96,4BA934
CA1983,78115A
S7778,4242CA
QR8132,06A0DF
BC706,8681B5
VN1182,8880B4
Y87507,7804A1
QR892,06A138
PG260,88420B
QR890,06A018
QR946,06A0FA
MU5138,7800F4
EK76,8960F8
EU2249,780EB4
BC302,8681AA
FM9307,7806F4
CZ6299,780C3C
ZH9621,781225
PN6213,780F52
PR896,7583A7
DD7208,881050
SQ970,76CE64
BR798,89906E
EY81,8963CE
OZ727,71C079
MU9619,780D25
5J181,758225
OZ701,71BC28
QR900,06A077
VN7552,888053
EK544,89607B
AE1819,899046
VJ981,888155
CA1058,780BB9
OV258,70C0F5
TK24,4BA945
ZH9931,78056D
8L9847,780E31
EK530,896054
EU2755,78087B
JH6801,84174C
OZ112,71C282
AK5108,750458
ET3710,04008C
BK2787,780701
CA4336,7805C6
SC8729,78116D
PC1723,4B8E02
7C1382,71C287
QR672,06A0F9
SC8725,780ED3
9W121,800BD8
QR834,06A19D
CZ3975,7BB0E8
GJ8865,780F06
DR6533,780FA3
TK781,4BAA6C
IK2505,424266
OS25,440081
JD5767,7806C4
KE479,71C208
MI992,76B4E1
QR289,06A097
UL504,77058F
CA160,7804BF
CZ6290,78111F
VJ125,8880B7
5J851,758272
BA105,4006A8
OK190,49D2FD
HO1185,780E39
5J782,7583E7
CI188,8991BD
MU5497,780FEA
SU2469,4242BE
OZ542,71BE40
KN5925,780246
CZ6759,79A06F
SV456,71005C
FD3001,880C44
AI549,800579
8L9982,780C73
CA4457,780E22
6E765,800689
FU6613,781035
MM921,86D2FB
VJ865,88811C
HU6324,78061A
JD5123,7800D2
CX91,780A29
8L9865,780433
FD3064,880844
PS792,5082E8
EY273,89625B
FZ736,8962C1
QR549,06A08A
J9555,70620C
AZ894,4CA8DC
G8575,800C69
9C8859,780D74
SQ319,76CEF5
I5779,800B09
HD15,861AFE
MU2205,7804B9
CA4343,7809A6
6E456,800C70
EY651,8963AB
WY292,70C054
QR248,06A016
GK100,846A34
DD7510,881042
OZ170,71BF73
FM9189,780BA8
HU7607,780D14
TK52,4BA9EC
SC4631,780AE8
CZ3957,780689
6E863,80068E
CI5836,899113
TK323,4BAAC2
TG675,880046
CA631,78029A
JD5569,780EC8
3K555,76AA6B
HO1230,780EE5
DR6529,780FA2
SC4837,780821
LH698,3C648C
KA857,780A7E
AK5640,750324
9W501,800486
JD5577,780DF1
HU7785,7808E2
3U8917,780DDB
9C8569,780860
ET700,04014B
VZ300,885964
KU1544,70605D
8L9973,78101C
SC1181,780D5B
CA4194,780ACD
GK505,840CD8
8L9745,78101B
EK21,8960E8
J9142,706202
LY352,73806C
LH778,3C65A4
JL3103,8518AE
EK326,89617F
KU784,706006
SU1871,424352
SC4959,781170
MU2805,780456
IG2037,4CA682
KU363,70604F
SV1057,71005B
VN581,8880AB
AK866,75029C
CI601,8991B0
NS3248,781037
5J771,75816F
NS3311,780C0D
JL307,8403A1
CI726,8990A2
CA810,78031D
NU11,86EFAE
EK10,8960E7
KE827,71C003
EK11,8963F2
6E652,800719
ZH9870,78046F
9W597,80065F
U62904,424926
JD5273,7806BE
5Y8226,A87876
AZ814,300066
FD630,880458
PR2890,758081
EY658,8961C1
A67127,780423
KE849,71C244
FD508,88085A
MI424,76B441
OD632,7502C5
6E416,800717
6E3955,800B3F
MU7337,79A062
NH577,863C44
SC4955,780FF6
HU7797,780AE9
TK730,4BA9CB
G9440,896497
VN105,888052
BL528,888045
BR192,899085
S73266,4249E4
NH763,86D310
AF489,396447
6E702,8005DF
JD5363,780252
QR2,06A1BD
NH661,867816
NH620,86E0F9
IG3220,300284
LH772,3C65A6
VJ194,8880F5
NH772,86796C
SC8825,780DE8
TK761,4BB161
6E238,800BAC
EK318,8960FB
ZH9216,78029D
HU7488,780DBD
CA4161,780FB2
8L9959,780904
OZ122,71C278
EK906,896214
LY2374,738061
G9513,8963BD
EK570,8960E0
EU2306,7810EE
TK60,4BA9D2
MU7271,781232
MU5422,780CA2
AF487,3991E6
BK2851,78044D
CZ3115,780BA3
HU7189,78089F
QR1363,06A1BC
VN211,888093
QR172,06A0BD
DR6577,7810CA
JL573,86EF8B
FD556,880459
KU354,706029
TK45,4BA9EA
KE603,71C216
CI5322,89911D
HD113,841A6C
CA1859,780608
3K721,76AA68
GF46,894077
QR8636,06A0DD
3U8737,7808F3
GS6510,7811FE
3K511,76AA73
MU747,781018
NH662,86754E
HU7611,780D65
WY811,70C0DD
3U8947,780CEA
SU204,424567
ZH9955,780788
EK656,8963D7
S7979,4240C9
MU2421,79A036
DE326,3C49E8
WY412,70C0F1
FD3102,880449
FM9557,7800F6
JD5645,780B6F
ZH9618,7811AC
NH791,86EF03
DD4230,881054
GF139,89405B
JL155,851580
DV469,68322C
PS5023,5082F0
HU7769,7808A3
SV143,7103D8
Z2884,7583E4
WY678,70C0E0
9C8917,781084
EK582,896303
ZH9416,7811A8
PS788,5083C9
6E133,80068F
MU2397,780C04
NX6,780EB3
CA936,7802D3
NH242,868732
7L618,3005E1
TW205,71C098
MS676,0101B8
MU2251,780935
AK5231,75013F
CI933,8991B1
CZ3403,7805F6
PN6281,781240
KC232,48435A
8K523,882DA3
9W61,800706
QR1076,06A060
HU7147,7812A0
CA1831,780D2C
CX772,780A0B
MU2531,781231
CZ3481,7805AF
6E713,800C6C
PG289,884201
MM231,86D295
SC4705,780E5A
HO1152,780F9B
TK482,4BAAAA
HX363,780A6C
LJ21,71C013
WE426,885315
CZ6541,79A043
PC825,4B9069
GK21,845BE4
3U8854,7811E2
EY214,896325
DD7910,881055
OM301,4CA350
CZ6321,780B72
MU2163,780C50
CA1369,78000F
MU2035,780DB8
VZ130,885962
6E379,8007CA
SQ890,76CE51
CZ619,79803A
MU2324,78064D
TK883,4BAAC7
QR1345,06A09C
EK20,8963EF
UO3141,780A92
6E218,800C36
CZ6521,7802D8
UK990,800B6F
CA4529,7808A5
CA1451,780426
MU2706,79A074
QR514,06A04C
CZ606,7802AF
NH642,861ED6
JD5161,780EC7
TK3433,4BAA0C
QR818,06A104
QR1407,06A02C
MU2807,780722
MU2143,78055B
CA1351,78103F
WY235,70C0CA
7C1102,71C295
NH467,8678C0
WY331,70C0C8
KB123,680008
5J620,758325
AI477,800589
CA1835,78063A
CI113,8990A9
JL3100,850DAE
MU5063,7804AC
GK619,841400
NH940,841344
3K817,76AA6F
MU5402,7807D5
6E774,80054D
WY408,70C0CC
HX231,780A47
ET407,040031
FD2001,880847
QR640,06A13A
ET707,04012A
CX752,780A0E
LY27,7380C1
6E654,800624
WY106,70C0C4
3U8971,780DDA
QR570,06A0B2
9W117,8007DB
QD701,70E052
CX616,78018D
SV913,4B8467
BR225,8990E3
