6E949,8007B3
MU5141,78078C
ET505,040048
LY1,738043
IT240,899024
FM9347,781106
QR215,06A02D
EY275,89642B
TK791,4BAA48
EK604,89644A
BC171,8681B3
QR123,06A05D
JL90,862CC8
9W501,80015D
LH780,3C64F5
WY132,70C0CD
FM9141,78057B
NH2142,86D30C
QR2,06A064
CA4151,780830
HU7797,780BE3
JL2901,84B758
LH712,3C4ACF
QR426,06A017
DE326,3C49E8
9C8671,780BC9
QR172,06A0BA
IX252,8003F3
EK539,896168
FD3252,88084E
NH692,86E0F7
IA444,728665
8L9940,780904
NH1271,85C5DC
FU6631,781035
JL3040,850DF2
G8305,800BF8
HU7304,780D30
8L9633,781074
ZH9955,780BEF
JL662,8515C4
OZ542,71BE26
AF1121,3991E8
TK72,4BA95A
EY205,89629C
CA8945,7806DF
G9504,89633B
EK569,89620E
JL141,8518F2
G9436,8964D9
8L9956,78101F
EK525,8960D7
QR286,06A091
XY518,4241A1
SV822,7100C1
CX932,7801B0
9C8809,780860
MU5620,78108D
KE932,71BE30
MU5497,780FEA
EY81,896409
HU7727,78061A
EK76,896456
CZ3824,780730
Z92126,683221
KE914,71C082
VJ121,88813E
CA403,78090D
KE1202,71BF17
KA319,780A7C
NL727,7609C9
G9621,896365
ZH9961,78056F
VN302,8880B5
HO1113,780653
LH778,3C65A1
PR859,7583A7
PR467,758305
9C8819,7812C3
SV826,710105
BR1356,8990D0
EK956,89610A
3U8829,780959
AZ596,4CA502
ZH9951,780E12
TK114,4BA914
TK761,4BB163
EK182,8960CC
GK691,841794
BC761,86803E
OK190,49D2FD
9C8920,7809AB
G9416,896412
EY251,896241
CI278,8990AF
S73270,4242DF
SC8843,780FF4
CA1961,780ACB
TK96,4BA930
ZH9151,780469
HD12,840593
MF8117,78110E
3U8917,780C2C
FM9557,780011
CA4187,780FE3
5J397,7583A5
6J53,86CEA3
ZH9566,781006
CA4529,780867
JL903,868690
CA1034,780C5D
KU285,70605F
VJ841,888155
3U8947,780CEA
EY73,8964C3
9C8975,780CE1
PN6281,780E86
FM9189,780BA8
9C8669,780DC6
LH772,3C65AB
EK318,89618B
6E872,800C1B
MF8029,780EAB
FD101,880847
JL276,851CA8
PG927,884201
JW905,8467A0
KE763,71C273
NL785,7609CE
MS676,010108
A3982,4690EC
LH631,3C4A8B
G9493,8962D0
NH731,8626CC
MU5662,780933
9W121,800BD9
KU677,70602B
EU2249,780EB4
EK11,896459
FD3226,88044F
HO1245,78095E
OZ170,71BF76
JD5273,78085C
NH561,86D8FC
GK153,846DC8
DD4230,881058
KE849,71C246
EK316,89611C
PK702,760917
S73276,4242EC
FZ860,896378
SQ970,76CE96
TK24,4BB146
QW9793,78113C
CZ3957,780628
OV258,70C0F4
FZ432,8963B5
CI166,8990A8
RO167,4A08E6
5J249,7580C5
BR182,89906E
HU7207,7806E2
HU7769,7804A0
LH698,3C666C
KE827,71BD85
MI962,76B4E3
JL640,861EBC
SC8749,7BB133
CA1893,780C46
SU505,424255
TR608,76D243
MF8087,780683
TK347,4BAAD2
SC8725,780ED2
IX412,800B9A
TK792,4BAA8B
HU7147,78129F
AK5640,750148
JD5127,78042B
VJ782,888125
HM187,07403B
QR248,06A096
HU6026,780FF0
6E351,800718
U62910,424362
ZE881,71C023
QR672,06A0FA
MU7833,780DE3
KU332,706025
MU2251,78048B
QR970,06A032
EK523,89610B
NS3311,7809F5
9C8903,781165
AQ1051,781027
9C8917,781084
SU1893,424599
FM9339,780D7C
3U8865,78107B
QR38,06A0F8
BR170,8990B3
EY658,89625C
6E765,8007CD
HU7631,7806E1
A67127,780423
ZH9621,781284
MI750,76B4E6
MI972,76CD8D
NH577,8675D8
LH601,3C4ADA
AK5202,75002A
JD455,781094
QR1369,06A137
CA4407,780277
AK504,75043C
MF8281,780B3F
MK640,06000F
MU5177,780FEE
XY574,424178
JL302,86EF88
WY115,70C0CE
6J23,86D1F3
VJ981,888137
EK4,896183
CI5880,89911D
LJ211,71C012
MU2303,78122E
AZ769,4CAA9B
TK70,4BA94E
CA1461,7812E2
TK814,4BAA90
XJ761,886281
VN1182,8880AE
LY52,7380AB
NH53,8686CC
RO187,4A08E9
KN5855,7811B4
QR892,06A139
NH802,86EEA0
CZ3280,780E07
G9618,89642D
PA470,7609B7
9C8835,781086
9C8773,7808CD
BK2797,780C57
MH797,75027F
CZ3740,780BCC
SQ319,76CEE6
NH1731,85E27C
OZ727,71C078
S7907,42424D
TK68,4BA948
VN105,88805B
OD524,7503FB
FD3160,88084D
5K641,4950D8
NX870,780344
5J792,7580C6
SV113,710111
TW281,71C000
EY269,896386
LH728,3C65A7
9H8411,7811D3
FM9360,7809B3
EY238,896255
WY345,70C04A
0B1137,4A09A9
LO727,489527
WE177,885301
CZ6759,79A070
JL2001,8511CA
RA85042,154C32
7G74,8417D6
3U8541,781079
TK889,4BAB46
AK890,7503BF
DD7804,881047
QR164,06A0B7
CA1505,7803F5
SC8764,780891
MM231,86CE9B
8L9973,78101E
LJ647,71BF86
3U8849,7808B7
QR664,06A136
QR1130,06A1B9
EY289,89637C
NH602,8464B0
KQ886,04C11C
EY267,896346
CZ606,7800D7
CA1871,780D87
QR946,06A0F5
EU2306,781024
HU7271,78097C
CA1983,7806F0
7C1382,71C239
EU2741,781025
CZ6899,78062B
SC8794,780AE7
NS3263,7808D4
TK878,4BB1E3
KL461,48418A
SC4631,780D0B
FD396,880853
QR834,06A071
BC501,8681B6
MM133,86CF01
JL643,861AE4
TV9873,7804C8
AK5432,750333
SU1300,155BB9
BK2893,780B4F
HO1230,780DF5
VJ620,4B9902
9W514,800B95
NH791,86E466
OZ184,71C267
JD5175,780EC6
PS792,5082E8
SV860,710058
7J646,0D0573
CA4194,780ACD
CZ6748,780CB0
EK10,89639A
NH701,862DF4
AK1206,75015B
EK544,89607B
FD515,880845
MU5318,7803E9
6E416,8007C9
5J624,7582B4
MH603,75021F
AQ1061,780E8A
PO947,ABB325
TK20,4BA94B
3U8657,7807BD
JL541,85120E
IT654,89902B
CZ6227,78109C
MK34,06002F
KE479,71BF83
HX682,780A05
3K511,76AA68
SU1442,4243F0
EY228,896325
BR76,8990DB
TK60,4BA9E6
HO1171,780D91
KC232,4844A0
DD8300,881050
NH460,86785A
AK1490,750436
ZH9003,780F76
RL8559,4242EF
CA4343,7809A6
NH763,86D310
7C1102,71C089
CZ3197,780C38
TK386,4BAB48
HU7611,780BDF
G9296,896366
TK488,4BAA0F
TK323,4BAAD9
BK2853,780F4F
CA1701,78090E
LO723,48ADA2
WY102,70C0A7
ZH9859,780C6A
OZ588,71BC19
FM9537,780300
AF487,3991E9
HD113,842194
OZ7113,71BF46
AK25,7503B2
EK86,896475
TK828,4BAA54
TR866,76BCC4
JL2201,84C5CA
HD118,841E00
5P5394,489C01
TK577,4BAAC7
Z2611,758539
SV143,710112
PR662,75831E
EY65,89643E
JD5645,780E66
BR112,89904D
EY281,8963AB
MU9726,781016
3U8139,780F31
LH796,3C4B26
JD5577,780C0C
IT210,89902A
VZ300,885962
TG675,885045
EK326,896219
MF8063,780F9E
KE621,71BD34
EU2755,78087B
FD630,880455
TK141,4BAA6F
CA1053,780BB9
QR1363,06A072
PR2558,758087
GA865,8A028F
OZ1145,71BF54
8L9705,780567
S7778,424420
CI188,8991BD
CZ619,78088A
MF8160,7802E9
JD5767,780084
FD508,880859
QR890,06A02C
CI2120,89901A
PK292,760997
HU6129,780DD2
SQ828,76CEE8
VJ125,8880C8
WY412,70C0F0
JS271,7277A8
MF8022,780F0E
OZ122,71C074
Z92105,6831F9
TK26,4BB148
6E282,800689
FU6613,780EEE
MU2807,780604
AY131,461F4E
MM63,86D295
BK2787,7800A3
WY811,70C0DC
FD3064,880844
LY2374,738069
SC4761,780822
CZ6521,78010C
QR818,06A0FB
EK306,8960F9
6E643,800BEC
VN110,888091
3U8583,780735
OZ369,71C293
MU5640,78078B
U62430,424363
6E702,80051B
MH2505,75020D
VJ212,8880CC
MI436,76CD90
6E171,503C61
SU1131,4243FC
OZ1055,71BF40
6E863,800597
XY276,4241B0
3U8737,780B68
FD556,880459
BS322,702077
MU2205,7804B9
KZ254,841EE3
AI549,8004D6
SC4955,78006C
JL304,8400FB
TK885,4BAAD5
IK303,4243F4
SC4837,780895
CA4503,7805F3
NH242,8686AA
EY84,896385
9C8859,781085
SN3292,44D068
KE603,71BD31
CA4319,780699
QR289,06A09E
EK43,89639E
BG87,702067
KE697,71BF18
RJ34,7404F1
DD7208,881043
KU354,706029
QR920,06A068
KA937,780195
Y87507,7804A1
CA1229,7803F6
ZH9137,7BB12C
LJ231,71BD55
AK536,750458
BR798,89904E
HU6189,780E2A
KE747,71C228
HU7785,780E2E
TK52,4BB1C7
HU7070,78000A
TK775,4BAA70
YL100,018086
CA1382,7808AA
9W61,800486
HU6169,780DD4
SU1871,424336
TG651,885044
PR891,758368
HX607,780A6B
J9267,70620D
GK100,84630C
CZ3533,78102E
3U8369,781014
CZ8402,7802A9
BC302,868043
EK38,8963ED
8L9847,780E31
EK779,896307
6E238,800C6C
QF2,7C492A
FD3001,880842
PS788,5081E7
I5548,800C1C
LX138,4B1919
LH8290,3C706D
HU7312,7809CF
KE536,71BE09
MU2121,7809BE
FM9307,7BE011
HU6157,7800DA
HO1185,780BE7
ZH9216,78050B
AK5231,7502B3
OM301,4CA350
UO618,780AB4
NH294,861BA8
CA1275,7812DE
MU2035,780E82
EK150,8963EF
KQ117,04C11A
CZ6407,780767
NH463,8686EE
HU7607,7810F6
OZ798,71BC21
MU269,79A036
6E456,800B37
BL780,888144
BR891,899055
NL679,7609CD
NH662,86835A
CI833,8991A0
CA938,780DFB
LY27,7380C1
FZ673,896377
CZ6299,780B9F
BR828,899071
TK2476,4BAA4D
ZH9870,780013
MU5202,78045F
MU9611,780853
MU2527,780CAD
6E6683,800469
CX752,780A94
GY7145,7812EF
6E112,800756
6E218,800B93
HU7189,7812A0
TR304,76D24D
CI601,899000
EY273,896398
EK530,8960D4
VJ194,88811A
ZH9222,780571
HU7744,78105D
MU5063,780B79
CA4457,780E22
PR2968,758073
EU2221,780D5E
JD5739,7800D3
EK302,8963EC
5X80,A2B728
AI851,800C08
3U8693,79803E
CA4401,78026E
BA105,40073C
U6300,424932
EK656,8963D7
FM9171,780F96
OZ701,71BC28
CA1369,780010
PR2890,758204
BA199,4007F6
WY678,70C054
PR358,758335
MU9619,780C02
9W117,800387
CZ6379,798041
MI424,76B441
KU363,706050
LH726,3C6516
8L9959,780913
4G9675,155BBC
MU5332,780D19
S73280,424131
SV1052,710052
NH243,86750A
CZ3491,7BB105
JD5363,7804D6
Z2350,758502
9W2093,800754
6E713,800596
5J851,7583E7
UL504,77058F
MH2603,75021F
SU1701,424924
KE875,71BF16
JT119,8A0578
WY674,70C0EF
CA1317,780634
OQ2089,78050A
PN6309,780CC9
TK2818,4BAAA9
Y87501,780BDE
EK636,896118
PR428,7583E2
MF8401,780793
DR6533,78001D
MU5183,7803EE
5J150,75816E
6E995,800AF0
SQ890,76CE4D
CA1831,780D2C
CA8281,7805C5
G8302,800C34
NH1747,863188
NH301,86E0F9
TK90,4BB149
EK354,8960F4
BR192,899063
MU5655,780FEB
JL505,861E9A
5X64,A7E6C7
LY384,738056
5J782,758229
NH772,861FA4
8L9745,78101A
PN6271,78068F
HU7710,781003
MM153,86D57F
JL3103,85188C
LJ21,71BD58
TK883,4BA90F
CA4161,780831
LX197,4B1882
MU2706,780724
ZF2434,424988
FZ782,8964D0
ZH9121,7BB129
HO1307,780F9D
AK866,75045A
BR6057,8990C2
LX178,4B191A
VN581,8880A1
OD632,7502D8
PN6249,78123F
CA1335,780ACC
KU784,706005
EU2258,7810F0
U62904,424616
QR570,06A0C2
BC152,8681B1
OZ112,71BF94
SC4897,780575
ET700,040134
AQ1033,7811A0
OS25,44007C
HO1149,780F35
AK5108,750463
TK730,4BA9D2
G9407,8964DA
AF489,396448
EU2289,780D6B
CX772,7801B6
QR836,06A142
KA802,780128
FZ657,8963B0
CA411,7805C3
JL372,851C86
TK893,4BA90B
NH384,85C970
SU2423,42437E
H9556,70AA79
IY645,890021
ZH9101,781225
IT280,899023
EY222,8961EB
CI726,8990AA
NO8302,88104B
G9484,896485
MU5649,79A050
FD566,880846
PG260,884205
SV1127,71004C
AI933,800739
MM921,86CF67
MU5223,79A047
SC1181,780F68
WY106,70C0C6
CA1822,7803F4
SU2135,424596
MH2660,750237
AI477,80057D
CA1058,780D8F
MI992,76B4EB
3U8854,7811E3
SU1373,424598
BR661,899121
JL97,86D5E0
UT804,424292
BR211,8990DA
PG222,88420B
D7378,7502CD
6E652,800595
QR628,06A063
JD5123,780E8E
BG128,70204B
EU2217,780EF6
6E489,8007CC
PC601,4B8E0D
HX231,780A06
XT384,8A01FE
QR514,06A03C
MU726,780F44
6E379,800C6B
TK875,4BB1E6
FX19,ABAF47
FD760,880858
OD1017,750400
G9668,896434
EK71,896196
SG704,8005D6
CI903,8991A3
FZ446,89632E
CA1835,7803AE
CZ615,78024A
FM9070,780EB2
QR223,06A08F
Z2884,7581A1
MU5402,78122F
MF8289,780EAC
6E987,80068D
MU5725,780E81
OZ361,71BF00
SV1540,7100AB
MU2249,780FE9
KE796,71BD66
E3865,8838E7
SU1937,42437B
EK53,896111
9C8911,78082C
CA1405,7812CF
G9414,896382
PR896,758337
KQ311,04C118
DR6529,780C11
6E654,800688
AI485,800BE6
6E738,80064F
WE426,885310
3K721,76AA71
WY844,70C0AC
CX616,780AAD
NH771,86D906
ZH9711,780B8C
GK500,841B28
TK2236,4BAAAA
TK869,4BA92F
KA451,780179
HO1152,780F9A
ZO3000,7368E1
9W406,800C53
5J620,7582E6
FZ448,89637B
ZH9432,780BF0
6J88,86CEE7
3U8961,780310
SG530,800BC8
LY2524,738061
MU2333,780C52
CA1311,780BFB
3U8595,7810D4
8L9681,780AFD
DD7521,88105A
FU6531,780B96
EY214,8963F9
EY212,89643D
AI263,800BD4
BR225,8990E4
DD7910,881054
TK38,4BA9CD
MU2929,7800CE
BF703,39BE89
K6958,70E049
G9440,89634A
SV314,7100B8
3K792,76AA76
AK423,750286
5P5643,489C07
KN2301,780F55
CI5510,89911F
I5779,800B8C
JL905,86EF01
NH940,840C1C
HY628,507C41
QR189,06A0B9
BK2859,7810B6
3U8209,780734
8L9865,780433
MU5251,780B82
SL525,8832B1
CA1351,780DFE
CZ6271,78125F
SV107,71010F
BX182,71BF31
LY352,73806E
BT771,502CCE
JL87,86DA40
CA1469,78027B
CX415,7801B5
D7504,7503E2
SQ607,76CE69
QR59,06A0E0
DR5325,780D4D
MI512,76CC45
TK166,4BB1C6
MF8269,780ACA
CA169,78115C
SV708,710063
KE893,71BF10
IX195,800B9C
MU2772,780789
WB304,06E00F
FU6577,7812AC
KY8339,780DE7
7C1607,71C034
KE723,71C007
ET407,040032
QR962,06A13C
Z2432,7581F7
6E719,80064B
ET337,04007A
MH1,750449
EY474,8961A6
KB123,680008
FM9541,78005E
HX336,780A5E
VJ723,8880B0
BC790,8681B5
UL198,7705C5
MU5052,780EBA
AK880,7503E4
ZE601,71C292
QR24,06A0B4
BL211,888044
CI55,899022
EK382,8960F3
MU2411,7812A5
CI5254,8991A4
EY651,89643F
MF8473,7802E7
SU1165,42434A
EK376,8963F0
PA170,761487
KE2725,71BF65
CI781,8991BA
NL799,7609A4
NH52,868732
MU747,780638
QR1345,06A027
QR1407,06A01F
FD3102,880442
HU7211,78089F
S73210,424956
3U8847,78067A
EK204,896472
QR932,06A07C
CA1895,7808AC
WY331,70C0C2
BC705,86803D
CA1985,7808A7
ID7171,8A05EE
NS3237,7BB136
QR614,06A03E
BR395,899081
SC8825,7803C5
AI54,800412
MU5816,78092B
MF8430,780478
UK990,800BB0
SV1057,71004E
6E261,800C01
BA31,406A04
TG637,885154
SG18,8006FC
CA4305,7804BE
VN1201,88808C
CA4175,780FB3
NX6,780368
CZ6257,7803B0
VZ130,885961
AZ814,300065
6E207,800B76
CA1619,780580
CA1451,780E75
MU2101,780B7A
BA163,4007F7
CA160,7803F8
MU5602,780556
CA4515,780101
JD5569,780FCC
OM297,682643
EU2735,780EF7
FD3227,880855
FD2001,880857
IO229,155BF3
SU1702,42429A
KA857,780A4D
MU7677,7807D7
TK54,4BA94C
OZ107,71C059
TK677,4BA912
PR453,7582F8
LH680,3C6486
FZ589,89648E
MU2163,7804AE
6E811,800B59
ZF5201,424281
3U8729,781015
OZ1085,71BF93
MF8668,780794
3U8775,780070
EK384,896484
AK6351,7501E4
NX9666,780340
KE785,71BF84
U6106,4245A6
CA4171,781158
EK906,89644C
TR562,76D03A
MU2143,7BB0B4
ME431,5000B3
EK232,8963E5
NH642,861B42
AI19,8004D5
FZ332,89648D
6E408,8005DF
WY408,70C0C0
ET604,040125
U6623,4242FD
9C8695,780551
KC883,484490
TK95,4BA933
FG416,700007
OZ721,71BF41
EK420,8960F1
HU7382,78105A
MU5877,780BAC
SS910,39E48D
HU7703,78105E
5J962,758226
7G76,84C43E
CX907,780AAB
KE2707,71BD33
JL907,868DB8
SG471,800BC6
JW130,841500
CA4363,780FE2
QR1373,06A0A5
MF8647,780F0D
CX562,780A15
WE168,885302
CA1802,7805B1
5J771,7583A1
MM103,86D20D
SU1431,42437D
9W685,8007C4
QR678,06A048
EK346,896193
KN5827,7811B5
AI112,800742
UO600,780AC5
FU6599,78106F
EK612,8963E0
BI758,89502F
TR426,76D152
3U8923,780B01
SG841,800BC7
CA936,780B45
SG421,800407
CZ8603,78051E
ME571,748017
CZ6161,780ED0
CA932,780970
FD359,880444
SC4751,781172
HD58,8404F4
CA1859,780524
HU7539,780738
BC551,8681B0
6W2922,424578
PC1722,4B8E1A
QR930,06A0AE
IA214,728641
SQ422,76CDA7
PR300,7583EB
ZH9901,780B8F
KY8325,781243
LO151,48AE82
HX363,780A47
CI511,899020
EK21,8960E7
EK526,8960D5
HD62,841A6C
ET725,040123
KA905,7801AD
HD14,8745FF
CI170,899051
9W818,80072C
KE715,71BF07
VN216,88812C
CZ6378,7807DB
CZ3601,7807C3
CA4113,780019
KE706,71BD40
TK773,4BA92C
OV266,70C0F3
UO1253,780A92
6E788,800BB5
PG270,88420F
PS538,50836B
EK144,89630F
HX771,780A12
G9539,896411
FD642,880850
SV308,7100B7
GK619,846A34
PO240,A87108
CX509,780A95
SQ915,76CE9A
VJ502,8880CD
MF8031,781114
HX611,780AC2
HX696,780A31
Z2764,758528
MF8405,780795
NS3267,780026
KE657,71BC02
SC8769,780C91
JL551,861F00
ET621,04005D
G9502,896371
SG136,800638
ZE611,71C231
KA452,780185
MU5037,78069D
MU2337,7804B1
6E235,8005DE
MU721,78071E
EK101,8963DB
9W509,800B1F
TG402,88001D
AK5302,7503C4
ME209,748021
JL813,86D974
BC4,8681AE
HU7805,781060
QR806,06A066
G8390,8007F7
6E861,800C12
QR956,06A0A6
HU7079,780DC1
CI26,8990A2
HU7348,7800E8
CZ3651,780DAC
CZ6720,7802DF
G8101,800C68
CZ3203,78025F
N42558,424373
BA109,400683
CX841,78022E
TG603,8850AF
6E915,800B11
SU1315,424342
SV456,7100BD
HU7119,78097A
CX254,780227
NH806,86D928
GF6,89402C
CI922,8991BC
CZ3615,780670
UO3141,780A8C
JW101,841FBC
AI627,800400
CI118,8990A9
MM522,86D273
BC510,86803A
EK332,8960DF
CZ3523,780B11
SC8865,780744
EK520,896119
5J110,75832A
HJ547,883297
TK686,4BA910
G8425,800B0B
VN1601,88809E
MU765,79A077
OZ102,71BE34
CX421,78019C
6J67,86CEC5
HO1179,780F09
SA286,00B1F1
JL306,86222E
CX710,78018B
EK322,8960EC
CZ6753,79A06F
ZH9501,780B23
3U8525,78112F
KE831,71C041
S7979,424409
CZ3286,7805AB
5J625,7582E7
ZF2601,424426
BA153,4005B9
HU7816,780EA8
CZ3963,79A00B
XR4001,4D2165
SQ7395,76CCC9
6E903,800BA7
EK20,896482
HU7325,780BE2
PS534,5081EE
ET707,04012A
HO1285,7802C0
KY8253,780FBB
AI787,8001AA
9W531,80015A
KN5215,780640
KU417,70605C
PR902,7583A0
CZ641,79803A
ET701,04014B
XJ601,886286
EK26,89630C
TG323,885226
CX596,780204
SG678,800BCE
TK44,4BA9E1
SG58,4BD153
6E315,800BC1
MU2220,79A04F
MU5102,780CAA
MU2677,79A046
9W586,800B1A
G8421,80052A
KE691,71BE13
SV213,7100A6
NH244,8678C0
EK164,896305
MU2291,780668
CA1477,780D80
TW277,71C067
PR313,758303
KE865,71BD84
QR848,06A047
OQ2301,780C3B
SG501,4B8DF2
QR610,06A030
MU5257,7806DC
FZ835,8962BA
9W255,800C4D
CI7915,8990AE
EK766,896213
KZ109,846A5B
SQ998,76CE68
CZ6237,78008C
JL507,851164
6J84,86CF2B
VN7554,888022
LX256,4B187C
MU7601,780CD7
MU5101,780E3A
SZ204,48435F
QR880,06A04B
TG917,885177
NH973,861BCA
EY286,89625A
FD311,880C46
SG519,800BDE
FD3188,88044E
ET703,040141
ZF2303,4243BC
CI160,8991A2
MU5835,780BAD
KA626,780186
3U8838,780F34
CZ3220,780D0C
JD5673,7806F7
6E159,800717
MU5801,7812F5
HO1168,781055
SQ850,76CE62
BC760,8681BD
NH674,86EF03
IX688,800448
MI922,76B4E5
EY232,896440
QU5731,5082CB
AK520,750441
CZ3641,780293
QR495,06A09A
G9711,896401
HU7987,780EF8
G8701,8007E5
NX602,780EC4
AI493,80053D
VS300,406B49
MU2867,780291
9W593,80065D
CA4129,7810F7
3U8825,780E53
RJ722,740738
QV815,708025
FD608,880453
6E51,8007DD
U694,4242F6
TW201,71C086
PR525,75823C
U62446,42453A
6E251,800C39
G8283,800C60
9W201,800506
KC951,48435A
NH816,86DA16
QR858,06A2B1
QR8444,06A1EA
VN217,8880C5
HU7804,7811F9
HU7557,780530
NH859,86EB50
3U8719,7805D0
JH352,840C90
GK107,847C18
HX497,780A54
VJ491,888133
LH722,3C6703
NH57,8674E8
5Y8226,A87876
LJ237,71C013
MH2612,750216
NH8514,86D9AE
CA129,7803F7
QS4192,49D327
TG481,885222
KC871,4850A7
6E873,800C1F
HU7181,780E2F
6E972,800B72
CZ3731,780DAB
ZA4659,E47E75
EK701,89647E
KL434,4851F7
CA181,7810BC
KA900,780181
GS7977,7810C7
6E132,800C63
MU5727,781214
6E271,800716
SL119,8832B6
NQ8476,861AE1
SG876,8007F0
VS206,406C3B
OM501,4CA1AA
D7302,7503AA
6E298,800C15
CA101,78096D
QR1147,06A1C4
QR16,06A108
6E474,800C70
JL2203,84C302
MU5379,79A03F
NH246,86E4A6
TG663,880044
IA238,728642
CV732,4D0118
G8811,800538
SQ827,76CF2C
HU7895,780D10
MU5799,780650
CX597,78016D
HU7605,780444
MU5829,780DB5
RJ704,740821
SU1947,424351
KE807,71C216
MU5089,780F4B
3U8633,780096
KE284,71BE10
UQ2579,7803A7
CZ6463,7803B1
ET625,040079
EK510,8963DC
SC8419,78067B
JL624,851BDC
ET453,040015
EK7,896184
EK394,896109
G8329,800C79
S24496,800173
KE113,71BD73
FD5422,880852
S24621,80016D
OZ706,71BF72
MU279,78008B
CZ3987,7802F3
SG191,800B82
HU7779,780FF1
CA1427,780FDC
CZ6384,780749
AE1857,8991A6
NL757,7609CB
JH381,841E74
FM9411,780F84
BR106,8990CE
VS400,406814
EK564,8960D2
KE681,71C026
CX767,78023C
3U8927,79A01E
ZH9451,780250
D7507,7503A9
6E79,8007B0
G8418,8007F6
NL751,76098D
D7536,750073
LH625,3C6568
3U8697,7807BE
JH8331,845F30
WE420,88530E
JL3531,84C324
UK975,800B6F
7G42,84B982
OZ152,71C039
AI459,80052C
N4730,4B842C
SU1955,155C14
CZ3108,7805F6
MF898,78006A
ZH9601,780EB9
SG921,4BD155
NH834,861F1A
G8113,80051E
HD130,8470A0
SQ600,76CE82
JL278,86EF8C
UK883,800C64
HX285,780AB0
CA1501,78059F
CI156,8991BE
FZ583,896469
VJ242,888134
JL642,851C42
GK351,840CD8
CZ3872,7807DA
6E541,800623
SU5612,4248F5
NH603,86DC90
QR152,06A0B8
N4162,424240
BL655,8880C3
TK56,4BB14B
QR652,06A04A
KA825,78017D
CA4177,7802D4
DP340,4243E8
5J617,758272
CA4189,7804BC
CA1310,78115E
JH362,841AE0
G8128,800BB9
BA15,406591
MU9727,78092A
SM3391,0100F6
BA157,4005A5
CX912,780220
MF8607,7BB13A
MU5701,7812F6
BC791,8681BE
JL509,868DDA
NH851,86DC9A
GF139,894061
KY8283,780E95
AI633,800C48
CZ629,7800AF
LY2368,738060
JL712,867534
NH372,86DDF0
G8135,800C69
ZA5139,70E05C
LJ113,71BD63
JL562,851BFE
JW800,840A44
HU7979,780D13
RX754,702078
JL2501,851580
AI273,800415
8U970,018035
6E1403,800B12
HO1007,7808E4
SG812,80070F
S24055,800607
SQ321,76CD72
MU2211,780937
KE752,71BF82
CA9509,78076E
MI346,76B4F1
D8773,4CABA7
JW907,8463B5
UO710,780A90
DD3210,88104F
FZ69,896335
7G19,84C0AA
SG263,800AF7
6E288,800603
FD3554,880452
RJ180,740826
7C1302,71BA13
SU233,42460E
6J34,86CE81
6E3612,8007CE
CI701,8991B8
NH875,8477C8
CZ389,780709
DD7805,881047
MS631,010160
TG634,88003D
VN301,8880DF
EK504,89621B
KA486,7801A2
VN587,888093
LY326,738051
3U8751,7806A9
OZ247,71BC23
Z21264,758330
AI136,8005F3
CA934,78086C
8L9669,78055E
BL482,88803C
BL520,88803B
G8517,800C05
PR434,758403
ZH9941,7810E8
CX91,780A3E
KA232,7801B2
EK540,8963D9
CZ6321,780B72
6E482,800C72
LJ641,71BF50
MU2573,780DB7
KA871,7801C7
SG123,8005D5
CZ6333,7808BE
OD1008,7503D8
HU7897,7806B5
JL20,86D624
G8532,8004D8
KN5977,780F19
SQ632,76CDA4
GK180,84B940
CA4112,78027A
W51138,7335D8
XY318,42415A
MU5731,780E84
NS3529,78116A
CZ301,781149
JL821,8511EC
UB1,7041C4
9W824,800705
JL492,851C20
CX533,7801B4
RJ650,740733
NH503,850D6B
KU1544,706051
G9378,8963BD
AI525,8001AC
KA495,7801C1
SC4097,780894
CI711,8990AB
NH964,86CF5A
SQ876,76CE83
CX438,780127
CZ3101,780BA2
5J650,758109
CX407,78018E
HM17,074040
ET413,040078
FM9301,780D93
CZ6886,780D53
AK43,7501FC
JL741,861F44
CZ6281,781157
ZH9971,780449
CA1321,7809AA
Z2242,758044
MI772,76CC48
MS834,01010D
6E229,800B2B
I51324,800B0A
NE170,010141
AK732,750324
6E523,800467
OD1001,750405
PC859,4B8533
SG160,800BC9
VN218,88805A
SU2017,4242BE
CA4337,780DFD
3U8169,780CE8
T5558,601849
I51720,800B64
CX691,780AA3
S24395,80048A
NH1113,8638B0
Z2321,758233
AI469,800B44
KE483,71C027
GS7839,780806
NH352,840888
VN423,888081
AI776,800BF9
U6651,4242B2
EK976,8960CE
MU5595,7805D9
PG231,8840F6
SU1113,155C0D
BR132,89907A
J28,4242F4
AH4062,0A0087
SU5450,4240DF
3S531,3C4587
QS1286,49D38C
AC15,C01753
JH142,842208
OZ158,71C256
3U8817,78050F
ET820,040086
9C8791,780EDE
TK829,4BB1E5
MH79,75027B
9C8875,780928
6E641,80068F
6E461,80064C
7G12,841B6A
3U8365,780677
GM8757,4B1937
3K533,76AA62
ZH9641,7808B3
CZ6273,7807DC
TK339,4BAA88
6J14,86CF4D
6E509,800BF5
SV381,7100BA
HU7711,7808E2
MI614,76B4E8
AI569,80047B
CX523,780192
HU7851,78027D
G9541,8964C6
DD7103,881059
GS7528,780C6E
NH809,86228C
AI570,8004A7
CI680,8991B5
HX221,780AA7
CZ6624,780F79
EK356,8960D0
LJ81,71BF33
A3947,4691C2
VJ946,8880D9
UK811,800C0B
MU2049,78078E
EK366,8960EA
