KE283,71BE10
KA871,780125
KA831,78012D
NH981,8464B0
KE887,71C242
JL689,851230
CI159,8991B6
TK715,4BB1E3
TV9872,7809D2
UL319,77044F
HU7804,78129E
FZ433,89646B
BI871,89502F
9W2535,8001CC
CA722,78044F
JL663,850E58
OD221,75041C
IX476,800B9B
KE908,71C250
RS752,71C281
VN311,88812A
6E908,800B96
CI151,8991B9
ZH9218,780569
FD3241,88085A
PR2837,75808C
MU2060,780669
YE5015,508380
9W654,8006FA
CX533,780190
JL627,861B28
G8121,800435
PG876,8840F9
KE928,71BF15
CA1042,78007E
6E6065,800C6A
MH806,750209
LJ245,71BD61
SV3346,710048
CI761,899022
7G78,84B982
FZ7424,89648C
JL720,861BD2
AK528,7502B8
U694,42430A
FT3009,0101CE
VZ131,885962
BC593,86803E
VJ461,8880B7
CA401,780800
MF8125,780E46
GA873,8A02D4
RA240,70AFB7
SG876,8007F0
CZ6624,780507
SU1957,42434D
HU7711,7800E8
JD5771,780929
SG107,8005D6
MH750,750208
5J975,7583F8
HU7667,780D2F
FZ855,896333
JL872,86D668
5J567,7583B7
MU2573,780DB8
NH1734,840C1C
6E962,800B3B
BC771,86803A
QR1363,06A077
CX403,780133
OD563,7503D8
MU2013,780D1D
MS911,01015C
CI260,8990AD
CA927,780AD2
ZA5119,70E054
TR658,76D245
NH375,86E518
H9566,70AA67
Z2476,7581F7
XJ613,886286
FD3189,88044B
CZ6904,780BD5
NH927,861F3C
OZ347,71C018
VN321,888129
PR539,75823B
JD5587,7806F7
MI428,76B4EB
JL814,851492
CZ6711,79A071
CZ6571,780BCA
HO1137,780CC2
CZ349,7802AA
9W388,8001CE
UO3141,780A90
JW601,840DD8
G9539,896366
6E413,800C15
CX759,780ABA
NH8514,86D9AC
MF8490,781117
3U8863,780C28
PO241,A874BF
CA1487,7800BA
6E23,800B13
CX548,780A19
MF8068,781115
AK273,75002C
JL2172,84BB30
AF655,394A07
SV750,7100B6
PK732,7609A7
JL664,86EF67
9W836,800C53
NH575,8626CC
CA169,78028F
9W478,800705
J9529,70620C
3U8686,780735
KC913,48412D
SQ448,76CE96
CA103,7806F9
ET858,04005C
KE734,71C243
ZH9097,780CFD
BL351,888149
FD566,880849
AI77,800011
UZ116,01801F
JL313,86EF89
6E822,800B73
3U8759,780E51
HU7231,781062
JL373,851F4E
CZ3223,78007D
TK765,4BAA04
SC8419,78047C
NH249,8682F4
UK785,800C0B
SC4781,780B07
AK5111,7502CA
JL2005,8514D6
MS607,0100E0
FD631,880C41
KK1269,4B968D
FG714,700002
AI445,8004FE
VY7844,344557
7G45,84C43E
KB205,680002
TR117,76D257
LJ237,71C013
6E137,80064D
CZ6886,780FD3
VJ208,88813E
CA8351,7805EE
9W821,8007C0
CZ3289,780AED
FD202,880846
GK507,846DC8
DD7511,88105A
CZ3256,780B73
QZ520,8A03F3
BR391,89900D
MI867,76B442
MU5424,78045F
S7218,4242ED
KE823,71C272
JW803,841500
SL100,8832B1
VZ400,885963
GS7522,780FB7
AK543,750451
PC315,4B9062
AK867,750441
JL645,862DD8
AI401,8005F1
CZ3716,780862
JL308,84011D
JL737,86D952
DD4231,881054
6E219,8007CF
TG241,8850B4
MH79,75020B
BC554,86803B
SQ182,76CD90
SU1235,424342
MU5335,78071E
6E5324,800BE0
FD3103,880450
JL708,86D996
VJ886,8880DC
DD8303,88104F
NH938,862248
NH56,8686AA
SU6288,4CA9C6
TG201,885170
PC621,4B8E16
KC971,48433C
JD5231,780EC7
CZ3275,7805AB
HU7821,780AE2
WY241,70C0F7
OZ371,71C265
6E757,800C1F
SU5615,4240DF
PR2773,758073
SV127,710060
CZ683,7804C4
CA4101,780BF8
UJ4407,01018D
6E5013,800597
6E65,800AF1
CZ3156,78008C
TK759,4BA919
9C8887,7812C4
CZ6728,7805FB
CZ3916,78058F
JL750,86D90E
6E6918,800C17
AI887,800C4A
AI581,800440
CA1802,780525
9W301,8007C2
6E517,800624
UO677,780AB2
TK721,4BB162
U62919,424562
CZ3553,780CCE
KE272,71BE39
CA1457,780253
HU7132,781002
MF8217,7808D3
PR2521,7583FA
SV700,710106
MI632,76B4E6
WY644,70C0A9
KA864,7801B1
PG271,8840F5
AI864,800BF9
PS797,50837A
CZ3509,78025F
CV975,4D010C
MF8478,7806EC
MU5333,780612
BC710,8681B2
NH793,862338
SQ805,76CEE2
TK54,4BB144
KA432,780A81
TG676,8852A6
NH964,86D9B0
FD3225,88044D
BC8,8681BD
MF874,780BC7
MM283,86D2D9
TK99,4BA9D2
ZH9901,780EB9
HU7119,78110D
CA1469,798036
MU5877,780650
DD7911,881059
AI763,800414
NH929,84B750
K6668,70E049
XJ708,886285
JL570,86EF8B
NH1205,861BA8
KC241,4844A5
NH693,861B64
PR2813,7583AE
TK798,4BA9A8
BR716,8990E3
CZ3216,780E40
FZ714,89637A
AF642,3949E1
CX368,78018B
JL29,867556
FM885,780C62
SU6454,4242A5
7C2101,71C260
NH903,861F1A
NX619,780344
SL8044,883029
JJ714,02A0AD
TK701,4BAB45
CA4325,780101
UA86,AA6BC0
NH969,86E7DE
9W667,8001D0
2P2389,75824C
KA730,780128
7C3402,71C020
SV752,7100BC
DP502,4243F1
PS602,5081EE
Q9341,706259
FM9331,7812FE
SL620,883295
ZH9658,780BEF
S24375,800173
UK810,800B27
QR491,06A04A
QD703,70E053
ZH9444,781005
CZ3277,780431
SC4873,7806E9
TG303,8850AF
NH945,840FB0
VJ506,888141
S7968,424250
VN7121,8880F1
NH1262,85D42C
3U8753,780072
MU2339,7804B1
SU1853,424365
6E905,80054D
SL532,8832A9
TV9806,780F89
TK873,4BAA76
AI131,8005EC
MU523,780F3E
JL2502,8511CA
HU6227,7812EC
GK152,841400
HX236,780A24
BA276,406A9D
NH1712,8687BC
SG946,800614
JL954,851142
9C8775,7802CB
NH872,86DC9A
PR426,7583A8
FD3159,880852
TK24,4BA954
AK5345,750323
I5783,800C29
6J54,86CE81
CX417,7801B5
TK604,4BAB23
CZ362,78088D
MU5321,78048B
G9666,896382
6E576,8006E0
FD3065,88084F
CA1233,780527
I51982,800BE9
KE686,71BF20
UL119,773644
CI152,8991A9
PG290,8840F4
HX608,780A1F
5J109,758109
VJ180,4B9919
JH202,840C90
LY318,738075
JD5605,78085A
CX504,7801B0
JL746,8621EA
PC758,4B8670
Z92216,68323E
JL957,8511A8
QD682,70E050
CZ368,7802AB
FD3443,880441
AI705,8004FD
FD3398,88044F
MU5761,7812F5
CI838,8991B5
UK720,800BB0
TG683,885171
BA118,4007EC
G8205,800BF3
MF856,78047A
JL511,86EF6B
VN409,888138
PC381,4BB849
TK84,4BA94A
3U8029,7803E5
OD580,750400
6E269,800C01
8C450,AA292D
CA1803,78103E
CA4172,78076F
PO949,AA9830
SQ830,76CD65
NH469,8674C6
HU7871,780444
TK703,4BA8E1
MU570,780DE5
6E1708,800649
CA934,78076B
NH948,8621E2
CA4307,78027C
HU7159,780840
MF8691,781114
NX862,780E36
MU567,780851
CX530,78019C
AK891,7503BF
JL21,86DA40
JL96,862D0C
ZI628,39850E
LJ212,71BF98
CA1955,780F1D
TR139,76BD46
JL2183,84BB52
PG244,884203
S7116,424286
AH4624,0A0046
FD3228,880452
HO1381,7808E3
SV834,7103D6
PC391,4B86D0
SG937,800BDC
S24687,800607
O36869,781054
MU2027,780ADD
NH934,8622AE
9W678,8001CF
6E557,800BB6
AK5433,750333
6E48,800687
SQ11,76CEE8
MI749,76B4EF
LO724,48AD09
EK808,896113
ZH9401,7804F3
TK351,4BAAD5
6E655,800C12
AF272,3949F2
VN224,8880A3
HU7275,7800A7
NH873,861E70
SG516,800B83
VN417,888123
SQ12,76CEE5
CZ3151,7804A9
NH571,861C10
WY202,70C0C9
GK402,841EBC
QR969,06A0B7
AK1721,750148
IX243,8003F1
CZ3099,780994
HO1121,7805E8
AK5193,750457
DL298,AB313C
MS780,0101BA
JL812,861F44
BR116,8990D0
PR730,7580F0
MF8365,7802EA
9W615,800486
MH172,75021B
NH8442,861B20
3U8883,7807BD
VN1183,88809D
KZ225,8478AB
HU7552,780816
CZ6269,7805AD
UO1252,780A73
MU5703,780ADA
6E391,800519
CA1338,780873
UT362,4249C4
IT302,899026
6E993,800B93
MH69,750221
NP127,010117
KE374,71BE17
CX901,789202
NH745,86DA5C
HU7559,7811F2
JW906,846B34
VN331,8880E3
JD5697,7806F5
GK603,841B28
KA731,780A7F
KC287,48411E
9W807,800BBC
CA925,780450
JD5191,780C0A
VJ119,888133
AK1208,7503C4
6E496,800B3E
UK943,800BD2
NH794,86EF03
QR618,06A02D
JL626,862D94
QR919,06A01F
5J379,75806F
JL553,862DB6
CI100,8991B8
ZH9561,7811AB
LT4301,781118
6E303,503C73
NH604,845D88
TK697,4BAB46
NH855,86E822
HD119,845EBC
CX2091,780AA8
AI560,800589
VJ858,8880F3
SL815,883291
UK829,800B70
QR845,06A01E
9C8591,780D74
CX619,780AB7
NX820,780EB3
JT2632,8A0680
UO129,780ABF
KL855,484174
PR2545,758081
MI412,76B4EA
VN1560,888027
TK2451,4BA901
HX252,780AAE
9W465,80043D
8M231,704946
KC895,484355
CX921,780192
MH89,75025C
CA976,78100A
VN423,888081
CX146,780236
NH676,863188
5X68,A25D05
BR227,89907A
TG560,880046
ZH9626,7808AD
6E1201,800B2B
WE288,88530E
XW181,886041
BR237,899050
GA879,8A0531
AK1491,750286
YL101,018087
MI392,76CD89
TR606,76D258
MU2301,780C03
6E554,800629
MU5805,798024
MU767,7808E7
TG461,88510A
HY51,507C41
TG632,8852E2
NH1693,867D00
JL941,861F22
KE765,71BC61
6E89,80064E
W66405,471F4F
MU701,780EBA
TR513,76BCC9
5J772,7582E7
SG56,800C2B
JL408,86E3EC
VJ773,88813C
SV9060,7100B7
JW303,84116C
9W332,8007C4
FD3501,88084D
6M3725,5080B3
SQ910,76CE2E
TU914,02A0AC
T5422,601849
TK387,4BB1C2
SG812,800BC9
NH2153,862DF4
FX169,AC45D5
CZ6067,780012
CA719,7803C3
TK2403,4BA8FA
NH677,86E184
MF8571,7809B5
MH784,750203
SU1937,43BE8A
TG433,8850B1
MS613,0101B8
NH579,85C5DC
SQ972,76CE4C
6E3591,80051B
IK2444,4242A7
DZ6310,780E63
CA111,780275
ER500,7609C1
AK5106,7503B1
CA1429,780971
GF704,894066
BC512,8681AA
FD609,880C44
PK741,7609B3
ZH9743,7802CE
PN6282,780D45
AK517,750458
MF809,780050
AK422,750239
9W644,8001D2
CZ6019,78102D
BR189,899085
MU9738,780871
JD5316,780B6F
ZA5199,70E05C
EK222,89644D
JL233,851C20
CZ3548,78070A
UA835,A1DCB4
AA183,AB148E
7C1852,71C031
AI852,800BE5
9C8785,780D73
BR67,8990D6
AI498,80053D
MH2613,750206
ZH9767,78049D
EK605,89631C
G8126,8007F6
ZH9757,7805E2
WE285,88530D
CA4157,781246
MH67,75025D
CZ613,7809F7
NH644,86E466
UA2,A2CB14
AK1511,7502B7
CZ6718,79A06F
CA4194,7808A6
VJ627,88813D
SG152,4BD154
HD18,841E00
BC711,8681BE
CZ3213,7805FD
GF771,89402E
KU678,706028
5J241,758229
ET403,040032
HX81,780A47
MU9614,780CA8
JL902,8400FB
CZ3226,79A01D
JL37,86781E
JL712,86759A
SG971,8007EF
SQ857,76CE51
HD132,8404F4
NH841,86E79A
PO766,A5823E
QR900,06A071
MU5821,780457
6E685,800B36
F3101,710128
TG203,88006D
BX321,71C099
VJ432,88811C
TW311,71C086
UO848,780AB3
UO686,780AC4
TK802,4BA9AB
6E56,800B2C
MH4,75044A
FM817,780981
CX700,780A95
SG611,80067F
AK855,750465
9W903,800547
KC907,4844BA
KC307,4844A2
KE830,71C244
MF8233,7808D5
RU385,4243E3
MH366,750202
CA1306,780276
3U8799,78112A
TG645,880041
S7777,4242CA
D7519,7501E7
MU5404,780C4E
6E287,80071A
UL302,773500
PR507,7582F8
JD5513,7800D2
CZ6359,780591
KN5895,780FFB
CZ3119,780D50
PR318,758336
NH8515,861AE1
BR801,8990CC
PC451,4B9063
CZ310,78036D
6J74,86CEE7
CZ6970,78062C
6E167,800B58
SV1471,71008D
JD5245,7800D3
LO172,48AD00
WE269,88530C
CX501,780173
9C8921,780927
MU2097,7805A3
CZ6463,78059C
KN5225,780057
CA1367,780BF6
ZH9753,780470
CA4107,780BF7
TG629,88003F
AK5301,750436
SU1173,424261
CZ6276,79803B
CA1415,781008
VN427,888091
G52865,7804A5
CZ3457,78046C
PS752,5081CF
MH376,75021D
MU2325,7804B8
ZH9033,780317
6E6749,8007CA
SC4611,78099F
KK1281,4B8682
HU7259,7800DA
SG561,800407
GA881,8A0451
AI582,8003E6
6E207,800BB5
ZH9797,780B20
BX112,71BF35
AI559,8004D5
UA827,AA6103
9W371,8005A3
6E1713,800AF4
ZA5159,70E059
CA4007,780C9C
3U8503,780E4E
TK5564,4BAA49
CZ3682,780918
OD571,7502DA
OZ111,71C258
TK294,4BA994
LJ242,71C017
QR1143,06A1E1
AE977,8991BE
LQ502,70E044
NS3529,781169
S730,42404D
BR177,8990CD
AK553,75033D
MH182,75020D
VN225,888055
NL723,76098B
GA883,8A0479
HU7251,780D14
MU5466,7807D3
UL159,7705C5
MU223,780C05
MH752,75021F
CZ8455,780772
CA4330,780068
CA1453,78031E
MM22,86D31D
CX279,780AB8
CA9687,780ACE
GK504,8474F0
NH820,86D288
AK505,75043F
UO1012,789205
ZH9755,780C69
HU7398,78105D
ZE931,71C053
CZ6005,780B0D
HU6149,780BE1
KC893,48448D
HU7367,7812EB
5J852,75829C
CA118,7803F6
AI583,800412
BL592,888045
HU7589,78089F
FD3002,880443
OZ363,71C259
S7761,4242C0
QR3252,06A069
AK5322,75027E
3K697,76AA6D
PN6211,781038
HO1221,780D90
JL802,861E78
ZH9403,780616
HU7196,780E2B
JL909,86EF8C
CX777,78020A
MI566,76B4E3
QR973,06A0A9
KE981,71C273
CA723,78031D
6E683,800B3A
DL180,A0DD18
6E636,80054E
MU724,780FED
EY403,896326
TR187,76BD43
OZ796,71BC13
CA1321,781161
7C1106,71C062
FD3236,880445
MM105,86D1EB
3U8797,780733
PG701,8840F6
JL644,861AE4
MU5456,78078B
UA150,A43EE8
SU1947,42437D
UK930,800B71
UL364,770590
EK761,89611C
TG8121,8850B0
I51621,800C1C
MU2333,780D25
FM9160,780D55
HU6297,7800D8
UK747,800B6F
CZ6889,78130C
6J91,86CF4D
CZ3437,780708
IT241,899028
QR1131,06A1DF
6E3571,8005F7
FZ327,8962AA
8M711,704457
VJ249,888126
HD83,840593
G8423,80052A
OD1008,7503FB
WY822,70C0C6
IX116,8003B0
6E715,800C63
CX565,78018E
5J280,7583E7
QR8621,06A1A2
MH53,750256
NU70,8409ED
TG415,88001D
UL404,77044D
TW211,71C237
TK349,4BAB2A
6E606,800689
CZ6946,780BD4
UL121,77058E
JL841,850DD0
KC981,484490
CA407,780277
NL707,7609CB
FU6639,781175
JL506,861F00
T5701,601832
PK300,7608FA
ET3607,04008C
AK881,75045A
CA1808,7804BF
9W70,800AFB
QR920,06A0DB
CX174,7801CB
JL46,867FF0
JL259,850D8C
S71160,4240C8
MM35,86CF01
NH563,86D986
VN226,8880F6
GK109,84106C
NH1,868E9E
5J964,758329
QG8822,8A0650
NH439,86796C
NH741,868EE4
FD582,880858
3U8738,780510
UL101,77058D
CA1056,780C5D
CA1880,7BB0DC
AF1320,3991E3
QR1077,06A053
SC4839,78063B
RL7774,42459B
FM9190,780D2E
KC903,4844B7
VN431,88805A
CA856,780019
NH209,86D9F4
CX615,780193
KA876,7801B2
U6562,42459D
UA875,AAD780
O36876,7810C4
CX580,780170
JL629,851848
LJ39,71BD63
AI213,800579
ZH9950,7811AD
ZH9962,7808FD
IK302,4242D7
TK377,4BA902
EK345,8963D7
OZ121,71C267
LJ202,71BD57
NH210,86EEC2
NH812,861E92
PR895,758403
CA4276,780FB3
HX628,780A5E
BI635,895055
ET826,040086
CA4250,780DFB
SU6282,4CA9E0
AK5745,750464
CX256,780A2A
CA1901,7812E0
UA136,AA7426
NL121,760989
WY261,70C0A1
MH740,7503AB
KE124,71C026
QW9835,780FC9
LO98,48AE07
JL3523,84B824
NH251,8678C0
U62928,42429E
D7533,750299
NH1267,85DB54
BA18,406A9F
ZH9791,781007
6E453,800BC4
7C2001,71C089
BR712,899035
G8134,800C60
BC9,8681AE
SU1275,424378
MU2947,780E3F
9C8754,780F04
BX793,71C072
TK965,4BAA48
9C8840,7802BA
MF848,780B41
NH471,86785A
AK204,750467
CZ6481,7804C5
7G77,841EFE
HU6123,7808DF
AI806,80052B
KK1823,50836C
TK2237,4BA999
KA728,780A80
VN1233,88804B
AI665,800415
HX681,780A9F
GS7906,7811FD
QW9799,78113C
NX7,780368
KE535,71BE29
OD520,750402
KA858,7801A3
NL720,7609AA
6E846,800AF5
MF815,780CDE
KE81,71BE11
TG623,88003D
CA4512,7805C3
UO1664,780A71
CX469,780A4B
CA4112,780066
FD516,880850
MU5303,781233
RS731,71C280
7C1381,71C239
CZ8641,7803B0
FZ325,89648D
BY65,406B12
TK115,4BAAC5
BC712,8681B4
NH994,86E4AA
CZ3495,781128
CZ340,78109B
BR225,899032
FD3214,880447
IO225,155BF4
FM839,780EB1
U62510,424615
AI452,80057B
SQ856,76CDB1
JL310,86EF6A
CX543,780172
SC8739,78040C
CZ300,780CB0
FV5884,4CA8C4
NH663,86837C
TK717,4BB163
CA1308,7809A9
QR626,06A089
TG431,885221
KU205,706025
MI347,76B4F0
NX856,7811D8
SQ655,76CE97
6E266,800B72
MU535,780DE2
LO80,48AE00
AZ827,4CA994
NH231,86D266
HX768,780A06
GS7411,7807FD
S7908,4243CB
GA895,8A05AC
TK343,4BAB2F
TK693,4BAA92
SQ178,76CE8F
NH961,8694FA
SC4963,780744
WY252,70C0C7
IJ701,841043
HD77,842194
U62428,4249CC
KK1185,4B968E
RU338,4249EA
AA289,AB1BF0
CZ6403,7806FC
ID6017,8A0435
ZF6521,4242B6
GS7570,780D31
SV1903,7103F3
BL483,8880EC
GS7815,780C82
AI634,80053F
3U8305,7811E3
CZ6465,79A043
HU406,780D12
MU5234,780F4B
HY603,507C4E
KE703,71C274
QR622,06A098
FD850,880841
JL3105,851914
BL583,888044
5J703,758226
PR2959,75807F
CX736,780A96
ZH9601,78050C
XW877,886044
CA4568,78096F
AZ791,4CAA33
AI466,80053E
CA1433,780C9D
OZ1135,71BF54
CA929,7809A5
JD395,781133
I5715,800B43
CX347,780A0D
VN611,8880AB
SQ176,76CEC9
VN1263,888054
DD7104,881058
MF8075,781209
YK967,601100
MU2324,78064D
CX520,780A89
CI111,8991B3
CZ8290,78070E
CZ3192,7802D5
CV429,4D0111
UA888,A219EA
9C8953,7812C3
CZ334,780ED0
FZ333,89648E
OZ152,71BD16
SL8031,883028
GS7501,780E9F
UL314,77058A
BL205,8880C4
NH817,86D98E
NH829,86D5B6
JL773,86DD08
6E958,800B3F
NH765,86D2CC
PN6371,780EF2
FD643,880446
BA36,406F76
SJ1134,8A05D9
WE171,885311
NH296,8638B0
QR831,06A142
UK815,800C3C
BG148,702066
XY560,4241EA
3U8287,780809
MM2,86D22F
AK236,750147
3U8548,780B67
SC4635,7812D5
PS612,5081FB
9C8965,780F73
3U8260,7811DE
9W263,8076C4
KE889,71C241
CZ6459,780097
6E6929,800716
ET309,040104
MU2799,780456
TW285,71C095
9W743,80065D
6E964,503C61
NH847,86EBD8
FD252,880842
PR435,7583A0
AK521,7503E4
XT250,8A01BA
DD8715,881042
AK113,7502B9
HU7406,781061
9C8534,780DC5
JL315,84013F
SC4753,780686
VJ118,8880B0
KE252,71C076
J9503,70620E
CX365,78016F
BK2894,780B50
SG11,800BC6
6E334,80064F
G9541,8962D0
6E769,800C7B
9H8425,7BB12E
AK10,750109
T5823,601833
G8388,8007D0
CZ3676,79A02F
UL707,77044E
OZ522,71C079
AA176,AA77F0
SV1231,7100AF
NH386,8464D2
NH922,861F80
MF8371,7802E9
AI102,800584
HY611,507C40
BA27,406B0A
AK5177,750140
6J24,86D237
EY314,89612D
UA893,A2CB12
HU779,780586
SQ637,76CEE9
QU4421,5083C5
VN522,8880E7
TK7021,4BA8CE
TV9831,7811DD
NH250,86D1DE
JL723,86E75E
JW911,840A44
AK5109,750459
NH9,8694B6
OZ541,71BE40
PC2099,4B8E09
DL7,AB3D41
MF8093,780F57
TG672,8852A3
JL3513,85151A
CA2,78048E
6E879,800718
JL2163,84BB0E
SV1527,7100B2
S7216,424251
BR691,8990C2
FD625,880458
BR397,89906D
9W333,800706
6E916,8007B0
SG185,8001D9
AK590,7500E4
RL8762,424341
JL31,8674AC
5J618,7580C6
CA9810,78064A
ZH9167,78044A
6E441,800C11
FM9127,780F94
VN1557,88808E
JL725,86E496
FZ819,896334
DD3116,881057
Z27125,758330
DL295,ABD2DA
TK7149,4BCC52
3K762,76AA6B
AQ1076,780E8C
MH2807,750210
TK7265,4BCC67
JL785,861F88
JL736,86E40E
TK899,4BAACD
JL575,851164
CZ6099,780519
AI3450,8004A7
HD127,8470A0
ET890,040014
VN1640,88805B
9W2536,8001CC
FD3204,880857
UA182,A49F87
I5778,800B09
D7372,75006F
TK7439,4BCC53
BR215,89902F
IX443,80044E
ZH9603,7811A8
8L9608,78101D
6E904,800BEC
TG477,885223
LJ282,71BD62
7C1101,71BF80
TW251,71C021
3U8830,78080B
CA143,780E21
3K724,76AA75
7C1903,71BF79
JL3403,851BBA
TP1230,4951CB
CA4419,798039
MU9611,780855
Z2321,758042
9C8937,780CE2
MU5265,78071D
6E859,80064A
SM6001,0100F6
O37117,781140
NH764,86D222
PG232,8840F7
CI167,899084
UT364,4242AF
AY92,461F06
XJ701,886284
KU303,70602A
OD164,7503D7
CX139,780A2C
MI601,76B4E1
MH2646,750211
NH1181,85CD04
JL772,86E452
9C8976,7807B1
OZ241,71BC19
TR305,76D032
VJ915,888096
PC2831,4BB84A
UK979,800B26
CX718,780135
BR201,899040
CZ3000,780DB0
NO946,3004B2
OZ793,71BC17
NH216,86E844
CA1209,780C41
CZ3112,780D3E
9C8814,780DC6
FD3117,880851
FD5423,880844
MU2646,7805C9
MU5699,7812A6
9W772,800AF9
MU5073,780EC0
MU755,78122F
FM842,780BA8
SG841,800638
TK7235,4BCDC7
MU2164,780CA5
SG497,800BCE
SU1167,155BE6
CX780,780A0E
NS3245,780901
TK56,4BB14A
KA950,780179
CZ3159,780371
JL805,850DF2
GF131,894075
MU2078,780D95
UL403,7705C2
KE902,71BE13
NH824,862226
6E393,800C37
CZ6955,7812DA
SL751,88328B
YK965,6010B0
DV732,6831D3
AI333,800738
IK2506,424266
NH11,867FC6
MM232,86D2FB
6E797,8005DE
T5901,601834
VJ961,888155
7W7051,50822E
CI119,8990AA
CZ330,780709
OD605,7503D9
ZH9030,780BED
JL407,86E430
MF851,780E4B
FD588,880845
SQ7952,76CCCD
AI348,8005F0
G8334,8007B6
CZ6998,7802F1
VN319,8880B5
ZH9952,780E10
AY42,461F52
HU7071,780461
SG511,800B81
MM104,86CF23
CZ6281,781156
OD184,7502C5
TK7119,4BCDD5
JW908,841894
AK5247,7501FC
5J149,758324
3K512,76AA69
ZH9693,7807FF
NH1863,86E11B
9C8781,78060C
JL413,86E474
KE613,71BE31
SZ201,48435F
SU1443,424315
9W276,80067C
LN253,01807A
SU1562,424345
SL706,883293
CZ6838,780D40
KL862,48436F
CA4102,78048F
BR118,89904C
CZ3743,7809FD
ZF7801,4243BC
MU546,780B34
GK633,840944
IX817,800B9C
TK2851,4BAA0F
PC863,4B8533
IT201,89902C
T5645,601839
6E563,800B39
CZ303,780B11
MI774,76CC45
AE1822,899046
MH2710,75027F
CX494,780A57
TW9325,71C294
MI511,76B4EE
MU2085,78045D
5J384,75816D
G8116,800C77
JL513,86EF88
3U8325,780953
GK104,840CD8
FD3242,88085A
ZA214,70E05B
EY150,8962E6
CZ6073,7803B1
WY212,70C0F2
S7832,4242DD
BC172,8681B6
G8395,800BB8
TK2819,4BA8F6
SU6198,424353
9W336,80072B
SV1295,7100A6
7G80,84B5EE
AK183,75043C
PN6364,780763
NH1861,86E4A6
CX386,7801CA
GT1014,780539
CA1393,7BF013
6E1408,8007DF
ZH9932,7BB12A
9W346,800B65
BR867,899070
UT574,424905
JD5517,78096B
EK353,89644C
BR892,89906B
VN1200,88809E
AI144,8003E2
FD3029,880451
AK648,7501FD
SV868,710053
RU439,424564
CZ6609,780B74
TK7069,4BA8E2
BX115,71BF13
7G44,841442
6W2921,424578
MU563,7803BF
MF8056,78102A
CZ6311,78111F
IX383,8003B1
HO1186,780E79
6E179,800BA7
LH8390,3C7061
GS7555,781200
AY80,461F07
TR609,76D038
NH775,85E27C
HD21,841A6C
TR114,76D248
UL129,773600
JL665,86EF84
AI625,800400
KE2726,71C210
JL12,86DA1E
NH608,86D8FC
ZE602,71C029
KN5209,780055
TG471,88002E
UA196,A9D62E
MU752,7807D6
JT2615,8A03F7
6E695,8007E0
9W530,800AFC
LJ81,71BF50
KE37,71C010
SG922,4BD155
BC303,8681B9
VN227,88809C
FM9220,7811CE
NH325,840888
BR75,8990D7
CZ3793,780D0C
GK383,845BE4
3K534,76AA68
FZ53,8962B8
NH623,861B42
VJ252,8880D8
NA10,0101B3
P3238,407082
6J13,86CF2B
FD330,88044D
NH1206,85DEE8
FD3237,880859
7G18,8417D6
JD5611,780D7D
CA1330,7811A2
G8327,80051E
FD421,88044E
3U8839,7808B8
ZH9013,780BEE
BR768,899048
SC4959,781173
GS6536,7810B2
AC11,C0103A
MU2569,780E85
NH635,86D334
6E188,800B78
NH63,8686EE
MM776,86CEDF
JW913,841FBC
CZ6377,78091B
6J57,86CEA3
PG711,8840EE
TK7113,4BA8D4
ED2167,505D18
CZ602,7809DF
BL165,88814D
HO1177,78124E
PA671,761488
6E205,800C6B
6E95,8007B3
BR660,899121
OD550,75041D
MU5108,7803EE
3K556,76AA73
SC4096,780894
BR138,8990B4
CX536,780A0B
AK1756,7500DD
8L9848,780E32
CI602,8991B0
ZF7733,4243F8
7C2901,71C301
B7169,89904F
CA1383,7804BD
JL668,850E58
JD5565,780EC8
MF8411,7807A3
NH589,86D2AA
MS714,0101B6
NH224,86800A
HU7851,780E29
QF33,7C531C
SJ1186,8A052D
NH7,869144
SV1656,710126
AI739,800C42
8L9991,780E97
NH462,86752C
HU7830,780E2D
MI522,76CD8A
JL256,851958
UT560,A10A94
JL312,861B06
HU7632,780550
VZ102,885964
AK5205,750410
PK302,760999
QS1234,49D3D4
NH212,8691CC
UA166,A1D63D
6E63,800AF3
HU7477,780E2C
3U8373,780CEF
9W519,80046B
VJ795,8880EF
NH977,84B794
TK7199,4BCDD9
MH797,750216
6E5268,800B59
G8245,800C69
FM883,780245
KC217,48411F
NH926,84B772
SU1185,4242EB
G9549,8963BD
JL317,861EBC
MU2590,781017
NH215,86EAEA
TR899,76BD45
CZ3065,7802D7
6E726,800595
DL158,A63DFF
NH624,861ED6
9W19,800555
TR992,76D03A
ER520,7609C3
SL824,8832B5
VN230,8880DF
6E759,800602
MH2520,75029E
NE120,01017B
QW9838,7802B3
6J56,86D1F3
DV744,503C79
UL189,7705C3
UT350,42455D
HY709,507C3D
9W466,8000FD
KA692,780A93
QR8771,06A191
CA985,780022
3U8553,780CEA
FD651,880453
DL121,ABE1B6
HX69,789210
W51016,7335C9
5J859,758322
HU7608,780D65
PC3190,4BA749
MI482,76CD93
IR812,7324A6
CZ3625,7800C2
CX785,780127
AA27,AB3C0D
CA4115,7808CB
FM9382,78030D
ZH9293,7805E1
A4220,155BCC
KU203,706004
CA151,780E78
CX118,789201
AI494,80052C
AY162,461F4C
FD3399,88044F
TK7121,4BCC50
B3773,680007
SV116,71005F
6E599,8004B5
5J930,7582E4
6E226,800466
