TK160,4BA9CD
NH181,86EF28
AK42,750105
HU7120,78097B
MI773,76CC45
HU7978,780CB5
MU5491,78055C
CZ3010,7803B0
CX837,780A96
HU7940,780DBC
FZ836,8963AF
NH3725,86CEC5
KE771,71BF16
3U8977,78095A
KE907,71BA02
NS3204,780C0D
KE604,71BE31
MU2007,7802A3
QR1128,06A1B9
EK215,896195
CZ3132,781128
PR210,7582F5
MH704,75027F
EK565,896217
MU5454,79A050
IA161,728675
9H8397,7BB12F
PC2402,4BB84F
AF188,394A0A
KC131,48412D
9W736,80043D
BL525,888148
CA170,78029C
HU7267,780BE1
AK856,7503EC
SC8445,780DEE
6E346,800C12
JL17,86D5E0
CA901,7805F2
NH742,8626CC
GT1031,780539
BR816,899054
TR976,76D034
NH1713,85C970
JD5238,7800D2
CA9601,7806F8
HU7521,7812E6
GS7463,780E9D
FM833,780D2E
E3816,8838E7
TK2642,4BAA6B
JH355,8408FC
KQ210,04C148
S7261,424286
DR5306,780C10
JL828,86E75E
MU502,780CA9
DL189,A641B6
KA946,780179
ZH9902,7811A8
EK183,8964A0
PK301,7608F9
SL101,883293
AI21,800734
TK353,4BAB2C
MM456,86CF23
CA4504,78026E
6E342,800BEC
SG608,800AF6
8Q11,4BBC4C
Z92110,68321F
AI406,80053D
MH2614,750229
CZ3350,781031
CZ3193,7804C5
AA61,AACE5C
LY311,73806F
3U8732,780CF0
TK960,4BA905
GJ8764,780C8A
NH1264,85E27C
MU2368,780CA5
5J989,7583D1
CA721,7804CA
MF8308,78110E
CX739,7801B0
CZ3152,78062A
BC12,868041
JL917,862D94
EK201,89618E
CZ3206,780863
FM9312,78005E
9W10,80043E
CZ3252,78051B
PG805,8840FA
RJ511,74072E
EK89,8964A1
NH974,861BCA
S73299,4242ED
GF249,89402D
LY381,738052
FZ662,8962C0
SM996,0101BF
CZ3900,780ADF
ER501,7609C1
FD3070,88084F
NH1425,86789E
CZ8271,7800D6
6E5268,80054D
NH1694,85D42C
N4187,424371
9U173,504E44
KE766,71C209
DD7503,88104B
CN7215,78044C
7C1802,71BF80
TK6960,4BB1E5
EY641,89625A
KA436,780A7E
MU787,780932
3U8358,78075E
I51983,800BE9
EY37,896342
GS6558,78107C
QR1347,06A026
IT207,89902B
KA865,780A4D
MS842,010091
AI126,800584
AI865,800C4A
CX690,780ABD
ZH9214,7802C5
JL555,862DB6
CX922,780192
U62955,424932
HD128,8470A0
PC2700,4B8E05
SU1272,42458B
6E943,8005F6
VJ803,8880F4
WY672,70C0A7
FZ334,89648F
FD3449,880444
DP825,4243EC
CZ3603,780C3C
3U8831,780CEB
LY2365,738061
KA490,78017F
DD8716,881055
ZH9972,7807AC
VN233,88809E
AI625,8004A7
OZ712,71BF56
SG516,800B83
JD5394,781298
CI792,8991A9
CX750,780AB8
FZ831,8963B6
FX5391,ABBA6C
AK5883,7503C8
TK7004,4BCC2A
ZH9713,780786
CK287,78029F
TK763,4BA9D3
MF845,780D76
ZH9155,781284
MF8069,780792
CX582,780171
SV1745,71008D
MU5111,7800F1
CZ660,780CB1
IR426,7324A2
MB1204,4BB47A
OV115,70C0F5
CA1781,7810B9
QR777,06A104
MU5408,781335
NH852,86E866
6E1404,800B12
EY91,896346
SU209,424401
CA937,78103B
JL816,86D602
SU1304,424317
CZ380,780671
ZH9232,780469
WY203,70C0CB
EK49,89618D
UK766,800BD2
BK2994,78072D
DL89,A9600B
JW953,841FBC
SC4098,7806EA
FD3106,880C42
9C8954,78082D
EK625,896120
CA402,78048F
MF8218,7800AC
AK5093,7502BC
JL874,850DF2
A4203,155BCC
BR218,899050
HD106,846D0C
6E548,800601
CZ3120,79A06F
UA198,A31A50
AK205,750466
EY77,8964C1
QR3,06A149
RJ153,74072D
NH572,863C44
QR67,06A083
CY1012,4C8061
KE982,71C272
AF116,39BD20
MI961,76B4E5
Z2480,758044
DE2280,3C4AA2
ZF7755,424281
SQ974,76CE96
UB2,7041C4
KE768,71C243
6E181,8007CB
MU5112,7802A4
NX162,780EC3
FZ763,8963B8
MI427,76B4EC
PN6248,780D45
SV1230,7100B1
TK7114,4BCC53
KB204,680002
PK203,760996
N4123,424547
N4361,424370
KU286,70605F
HU7131,780C58
ZH9488,780F76
EY294,896325
W63257,471F58
GK183,84B5AC
JL512,8400FB
6W759,424578
3K582,76AA6C
KC863,48433A
CZ6760,79A070
PC2814,4BB84A
AI4449,8004FD
PC2420,4BB843
WY283,70C0E0
CX450,780170
Z2783,75853A
PG276,884202
JD5588,7806F7
HD24,8404F4
AK824,750322
JL3512,851CEC
MU5169,78078E
6E433,8007B1
CZ3525,780F15
WY253,70C0A1
6E5013,800687
XT251,8A01C9
NL774,7609A4
EK706,89620C
HX68,780AC7
KE808,71C208
KY8215,780BFD
CZ6649,780593
CA186,78063A
EK87,896189
SU6355,424245
KC976,4844AD
WY223,70C0F0
ME364,748017
6E429,800716
EK185,896317
WY261,70C09A
MF873,780BC5
JL572,851826
HY761,507C3D
GS7972,7810C6
HD66,846250
TK7236,4BCC67
JL321,84013F
JL793,8674F0
EY51,8962E3
IY506,890021
CA4243,780278
QR673,06A107
PG709,884204
TK7126,4BCC4E
SQ866,76CEF1
UK725,800BAF
PC2380,4B8E0C
UA38,A2CB32
NL122,7609C9
OZ114,71BF47
PC780,4B8E15
HU7212,78105B
DL582,A97655
VN661,8880B3
CA1963,780ACB
0B5131,4A09A7
S53341,503C75
AK839,750288
PC2570,4B8E13
FD567,880844
FH9222,4B9903
SQ177,76CE97
EK45,896458
IT371,89902D
JL3515,851186
IX335,80044E
5X10,A2D382
HD120,842194
SV1256,7100AE
XY561,424199
AC44,C038A3
JD5309,7804D8
9W601,800174
BR6009,89908C
7W7062,50822C
Q9133,502CB2
VN236,8880F7
FZ658,8962BE
JL495,851BFE
DP111,4243CA
CI782,89901D
MU294,7805D9
KL898,485343
QR1387,06A04E
QR571,06A0BC
CI134,8991B3
MM216,86D20D
BR272,8990D3
S71147,424559
CA820,78086C
JL65,86D974
P78054,489C16
MU271,7803EF
MU2962,7804B6
NH636,86960C
SU1940,42434C
CZ8395,780918
NH766,86D906
9W397,80015D
FD313,880442
OZ370,71BF91
SV1441,7100A7
KK61,4B8685
SU1301,155BE9
GS7469,780D31
SU5613,4248F5
SU5685,4240DC
MF8421,780E49
XY579,424792
KE937,71C212
ZA471,70E03C
TV9865,780F89
9W268,8007C1
CA1471,7805C4
TK7082,4BCC46
5J966,75832A
CA1352,7804BC
BR197,8990C7
OM302,4CA350
SG623,800BCC
CZ358,78062D
OZ713,71BD28
FZ571,8962BC
AK583,750106
CA109,7803AE
U63002,424616
TR607,76D033
UT433,4249C2
HO1122,780754
AY122,461F08
PC1861,4BA74A
3U8285,7810D3
EY83,896133
W51051,7335CC
CI221,8991C0
CA1404,780ACD
DD6367,881053
CX930,780AA3
KY8326,780FBA
VJ852,888140
KA620,7801A3
TK7060,4BCC4A
9C8777,780DC9
SG272,8005D5
HX80,780A47
CA102,78096D
EY7,89629C
NH257,86837C
PR352,75823E
AK1758,7502B9
PK350,760982
SQ891,76CE2D
ME213,748026
FD752,88045A
7G48,841EFE
G9540,8963FF
NH306,86D334
NH592,86D2CC
CZ3438,780E06
JL3110,8514F8
CZ6506,780767
HU7281,780FF1
CX879,780A64
EK139,8963EF
G9955,896364
EK225,8963EA
KE2,71BF09
XY201,4241B0
ME426,748016
F3102,710127
TW212,71C047
HU7148,78129E
BR802,8990CB
SG657,800BCE
WY823,70C0AB
FD3185,880851
AI317,80073A
WE273,885310
CZ3070,7802AE
EY462,8964BF
JD5207,7806C4
EY653,8961A6
PC2860,4B842F
SV1290,7100A6
EK93,8963D7
NH67,868710
TR604,76D241
CX885,780A16
CX766,7801B4
VJ885,888127
EY430,89612C
OZ315,71BF73
5J850,7582E7
PC1933,4B8E10
UL130,773644
BA38,406F72
TR306,76D249
MU5809,78066B
JL61,868340
CZ324,780595
QW9807,780D15
CZ3616,781149
ZO4087,7368E2
9C8579,781011
NP109,010117
KE828,71C027
KU797,706028
7C1384,71C051
NH3758,86D1F3
MU716,780B7D
EK621,8963DF
CI512,8991A1
SV1022,710058
CZ6162,7802DE
KY8312,780FB8
MI754,76B441
PC2790,4B8530
CZ8739,78051F
SU221,4249FC
BC514,8681B4
TK1479,4BA994
EY213,8963AB
HU7846,7808E0
5J621,75816F
CK228,78037C
6E327,80071A
CA4326,780101
TK378,4BAACC
AK5323,750148
CX332,780A0E
IX351,80044B
MF8061,781116
AK884,750413
AK562,750452
AI75,800588
6E748,503C72
ZF5602,4243BC
ZA485,70E059
MF8077,78110F
MU5377,7807D5
TG621,885154
NH468,8686CC
ZH9622,7812E7
OD188,7503DF
MU2393,79A04B
KE882,71BD50
CA4198,7804E7
FX295,AC5868
8L9825,781052
EY41,8961A3
QR960,06A041
MM315,86CE9B
QR8293,06A1A4
AK136,7502CA
EK398,8960DA
NX136,78041B
MU2068,78078D
3U8884,7808B7
BA122,400685
TK457,4BB1C7
EK208,89618C
NS3240,78116A
5J111,758328
IO247,155BF3
WY231,70C0C0
QF129,7C5320
KY8214,78106A
PC8391,4B86D0
7C1153,71C033
MH2611,75021F
SV2300,4BBC65
F3103,710129
MU287,7800F5
QR131,06A04D
HU7368,78058E
EY345,89625B
SU502,4243DF
F3271,710128
9C8548,780DC6
DP155,42436B
BA162,4007F7
S71025,424250
SQ975,76CE4C
TK7128,4BA8CF
QR145,06A044
UA895,A1AA10
CA1517,7804E9
PC2120,4BB84C
CX495,78023D
BL583,8880C3
XQ9159,4BCCB5
SU501,424557
AK5205,7502B7
MU536,780D94
UB7001,7041C2
3U8670,7805A1
MU562,780D9E
G8505,800C69
MU741,780B17
TK811,4BAA53
MU5344,79A03C
KE622,71BD34
7J4911,0D0573
6E653,800B72
FZ933,89637B
QF23,7C531E
KC852,48435A
WY843,70C0A4
GK157,84715C
KN2302,780F55
OZ174,71C060
W51017,7335C9
8Y608,758505
KE927,71BD75
EK97,8960F9
5J852,75816D
6E269,80068E
G8553,8007D0
SV818,7100BF
HO1129,7810E9
MU2092,78045F
BC773,86803B
WY343,70C0A6
3U8085,78068B
9W2491,8076C4
CZ6402,780768
NH376,862338
KK1007,4B8682
FD583,880459
CZ3106,780BD4
TK7600,4BCC29
0B5161,4A09A3
TK2807,4BAA44
PC2552,4B8E12
HO1268,780F0A
QR515,06A019
QV535,708026
MU2681,781228
MU768,7808E6
BX796,71BF61
TR634,76D243
FZ302,8963B4
LH8414,3C7065
FD3131,880452
CA959,780314
CZ3510,7802E3
6E443,800BDF
QR416,06A03D
KN5926,780F19
EK901,8963DE
BX794,71C099
CZ3285,7809E6
NH3726,86D237
5J805,758433
HU7563,78058D
IA127,728672
AI772,800411
CA632,780299
7L219,424407
KE601,71BE43
W67689,471F81
AI78,800040
JD5304,780DF1
TG601,88006D
NH326,840888
ZH9763,7811AD
GK634,845BE4
QR1359,06A0AA
EY257,89642A
CZ3430,780509
9W570,800C4D
EY3,896328
SQ851,76CE8F
AK1521,750287
QR1335,06A0B1
MU9717,780B16
AK649,7503FD
CA437,780277
HX246,780A54
DL38,ABC29A
NH378,86DA5C
TK7046,4BA8D2
QR159,06A0A9
9W2264,8007C3
UA869,A290D0
EY229,8961E8
TK7620,4BA8C5
JL85,867578
RJ811,740734
VN577,8880A3
KA813,78012A
CA1465,780C40
ZF5444,424988
EY535,89637D
9W546,800486
NH920,86D5D8
HU7764,780E2C
JL910,86EF8C
UK995,800BD1
FZ54,896377
KE867,71BD86
FD1101,880857
XQ7112,4BCDE3
PC2530,4B8510
UA857,A2CB13
EY450,896462
SC8815,78116C
CW872,505C4D
GF13,894077
MU539,780301
TR385,76D035
BH5411,504E27
CX564,780127
9W820,80065D
PC2590,4BB84E
I51453,800C29
MU7148,7BB0B4
QR674,06A030
CA1336,7804EA
TK1473,4BAA0B
J28075,424293
BX338,71C065
QR832,06A045
ME201,748051
9W711,80065E
6E297,800C70
Y97169,508385
G8448,80072A
HU6228,7812EB
CX831,780A15
JL82,8675BC
KU171,706059
BC716,86803E
EK127,896182
NH290,86787C
A9930,51408C
N4229,424271
TK5272,4BAA49
HU7838,78073A
NX128,780345
MM135,86CEDF
NH1174,85C5DC
VN610,8880ED
OD225,75041C
QR217,06A017
IA205,728641
QR175,06A0B3
W64427,471F69
XY125,42414D
OZ364,71C259
EY290,89637C
GS7846,780EF5
CI25,8990AA
FZ745,8963AD
SL8048,883290
6E6616,8007E1
SV1526,7100AF
FZ903,8963B9
QR291,06A098
5J391,758226
NH66,86754E
BR398,899070
NH580,85D7C0
KE820,71BD24
KA725,780124
HU7072,780DBD
XY249,42415A
EK388,8963E3
FD541,880846
NH256,867592
CA1389,7810F9
HU7806,78105E
AI709,8001AA
KC308,48433C
6Q503,778825
TW271,71C024
G8140,800C60
CX157,780AAD
QR402,06A0AD
6E687,800C6B
9W971,8001CA
BL792,888147
T5531,60183D
B55411,899041
6E212,800686
WE576,885308
AI446,800544
MU5817,780DB8
NH3716,86CF2B
MU231,781230
QR665,06A13D
PC3080,4B8E19
RJ151,740730
MU2297,79A022
AI409,80052C
AC31,C0173A
JL804,850E14
EU2279,78005B
CZ6309,7807C3
ME217,748027
SG842,800BC7
KE553,71BE10
CA1896,780525
CA1303,78115C
CA1370,78000F
MU7262,780FF9
PR684,758336
6E3512,800B14
9W2529,800C54
QS1223,49D38C
MU5134,780EC0
JL791,86781E
ZH9055,78029D
FD397,880853
N4722,424373
ZH9051,780306
CK205,7805DD
3U603,780C2F
AE1817,899046
G8807,8006F5
7C1104,71C088
S71125,42404D
6E223,800465
K6659,70E049
LJ78,71BF33
TK7202,4BCC45
BA256,4007FA
5J773,758070
UA858,AAD780
JL436,851914
FX5384,AB8F36
FZ611,8962BD
ZH9095,7807AD
KU412,70605A
PN6301,780C0F
AE1858,8991A6
OZ722,71BF46
LY5129,738062
EK205,8960E2
VA87,7C752B
7C1601,71C062
SV3622,4BBC6A
KA732,780A82
NX237,780342
AC3,C02EBD
RQ15,70000C
TK7090,4BCC52
JL542,851CA8
JL294,851CCA
MU9731,780CD6
GT1083,78119F
EK135,8960E1
QR8622,06A1A1
HU6122,780DCE
XQ9007,4BCDDA
MU5704,7809B9
TK2217,4BAAA9
QR928,06A136
AK540,750323
SV796,7100B6
EK729,8960D5
CI131,8991A2
ME310,748020
ER540,7609C3
WY689,70C0DE
AI266,800C07
GK304,847C18
NH1864,861B64
PA810,761488
9C8776,78067D
UA84,AA6B7E
BR868,89904F
QR619,06A02D
MU2295,7809C1
NH593,86D222
EY604,896143
AE283,8990F6
VN1270,8880F1
RH371,780A7B
QR727,06A105
UO1646,780AA0
SV1024,7103DC
KQ116,04C159
MH2711,75021D
4G9659,155BDE
PK303,760995
KN5828,780F53
CZ6342,7807DB
PR319,75827B
6W799,424577
CZ8550,780BCA
VJ906,888096
SU520,424300
JL69,86D996
CZ3905,780643
CI153,89901A
VJ128,888128
UO638,780AC5
JW104,840A44
EK506,89644A
MH807,750214
OD222,75041D
AI156,800415
MU5114,781103
JL3406,851164
KE480,71C274
CZ6545,78088B
CZ6367,79A059
G8220,8007B6
FZ326,896469
SQ831,76CEEF
EY428,89612E
WZ9160,14FA2B
FD3005,880C44
CA939,78100B
QR852,06A060
3K593,76AA66
HU7080,7812A3
9C8922,7809AB
AK135,750410
CA4197,7805C3
FZ727,8963B1
QZ155,8A02CB
G52851,781064
QR1395,06A0B5
CI7916,8991A7
DR5307,780D4D
G9368,8962D0
ET689,04000E
FD331,88044F
PC1619,4B8650
JD5215,7804D4
PC3011,4BA745
BA152,4007F2
HY513,507C4D
EK404,8963F3
NH1102,840FB0
MU2031,781019
HO1262,780D90
NV2515,733E09
NH8506,86E488
3U8007,780959
IX192,800B9C
TV9888,7806DB
P78875,489C06
TK2455,4BAA8B
CZ6424,780AF0
GK414,84B940
BC507,8681BA
HU7955,780BDF
EK418,8960E4
FM818,780981
WY245,70C0C8
SU1546,42437B
3U8530,7805EA
6E487,800C16
QR193,06A0FB
JL318,86222E
9W358,800706
Z92041,68323E
BA132,406590
TK7400,4BA8C4
MU2263,781018
IX473,800B9A
CZ386,7807C0
SV171,710071
KE955,71BD52
KC949,4840DE
JT811,8A03F8
AK101,75043E
CZ3211,780E07
BR266,899053
FX5342,AC3FC5
WY605,70C0C9
NH984,86CFA0
QR641,06A19D
G9182,8963BD
TK7261,4BA8E2
AI510,800B63
FX5040,AC30E9
EK312,896112
CA880,781161
AI346,8005EC
JD5163,780C0C
UO1851,780A72
CZ6712,780DAF
HU7157,7808E1
ZH9735,780EB8
TW252,71C300
FD3377,88084D
KU165,706051
BI422,895019
FM9219,7811D0
QR1353,06A08E
AI809,800BEF
CX522,780129
BR226,8990E4
9W24,80065F
DV726,503C5B
SU5602,4000FB
6E752,800B11
PC8620,4B8490
BX372,71BF30
CZ6582,780520
SG561,800407
CZ379,78068A
NH767,86D310
PX54,898008
JL783,86220C
ER521,7609C4
ME235,748018
MF8076,780EAB
FZ911,8962B6
SU6315,4248E6
Z2352,758528
EK583,8963E0
PC2413,4B8E02
JD5192,780B6F
IJ702,840CAF
SV1025,7103D7
SV1023,710092
9C8860,780C64
ME211,748021
CZ3989,79A01B
QR646,06A093
TK2252,4BAA14
MH2513,750202
ZH9789,78083B
MS639,010162
CA4159,780356
9W701,80040D
CX433,78018F
TV9821,78089B
NA11,0101B3
HU7372,7804FC
FX5230,ABF0C7
TK2631,4BA96F
CZ8744,780376
EU2251,7806C9
6E52,800AF4
PC7030,4B8670
SV819,7100C0
ZE932,71C269
SU1758,424297
SG474,800BC6
TK7271,4BCC28
KE866,71C025
3U8939,78112E
PR482,758384
PC2081,4BB848
J211,600851
VJ826,8880C1
LY2521,738058
3U8438,7803F2
FM9173,78057B
OZ354,71C257
CZ3278,78091A
HU7565,7808A3
SC4971,780895
8M232,704457
TG416,885178
HU7928,780B1B
MU2585,780ADC
CV979,4D0113
CA4141,7BF014
XY263,42416F
JW914,846078
SQ175,76CECD
SL710,8832AA
CX162,780A35
KC853,484355
A9757,514096
MU733,780CD7
DP103,42436A
ZH9132,7BB12A
CZ344,780995
VZ941,885961
MF8113,7805DF
OZ521,71BD78
3K823,76AA70
PC2130,4BB849
AK5194,750453
G8157,800C7A
6E6695,800BCB
OZ202,71BE41
NH904,86226A
AI766,800441
BA156,4005A5
DL277,A1775F
TK7293,4BCC56
WE301,885303
G8286,8007F6
BC506,868038
MF854,7800E6
XY261,42416C
MU208,780F3E
UO1330,780A90
3U8253,780B88
PC4707,4B8C6A
OD615,7503D8
SC8731,780ED2
CX92,780231
MU581,78028E
GK22,841B28
SV271,7100BB
LH2531,3C6748
QR1323,06A04C
QD702,70E052
MU2270,781107
PG963,884207
CZ6100,780AED
GK307,84630C
LH695,3C6670
PN6357,780CC8
9W2842,800B1D
TK332,4BA90B
QR627,06A097
G8102,800BFD
BA10,4007F0
EK660,8963D9
NH556,86D8FC
CA1908,78090E
9W316,800B1B
EK29,8960E8
FZ584,8962AB
TR701,76BCC8
FZ633,8963BB
CA986,780CB8
BC306,8681AE
HU481,78097A
ZH9948,7802CD
TK7070,4BA8E6
SV701,710108
LJ22,71C014
HD26,840593
AK278,750324
CX360,7801B5
CA1768,798030
6E3645,8007CC
MU9728,7802A1
9W434,80040C
7C2102,71C064
IX681,800448
CI679,8991C1
MH2616,750220
UK994,800C0B
CI703,8991BB
CA4108,78028C
Y97157,733069
BC16,86803A
GS6595,7812BB
NX819,780368
6E5448,800B13
9C8703,78082C
FV5702,4243F2
FM9452,7BE00F
FZ901,89632E
MH765,75027B
NH946,847434
XQ9193,4BCDE6
9W607,800754
BL661,888088
PC1912,4B8E16
FZ757,8963BC
7G14,841442
PR832,7583E2
WY851,70C0C6
CI28,8990A9
G9152,89638D
GF971,89405B
DD7513,881058
ME404,5000BB
5X14,A777B8
NX805,78041D
ZO4147,736838
CZ6212,7805FE
MU541,780556
S7163,424288
AH4063,0A0086
TK803,4BAA66
JL2087,868690
XQ9129,4BCDE2
G8174,800C77
FV5648,42431E
CA176,780AD1
JD462,780FCB
R3514,4249B9
N4740,42433E
AK5105,7503E4
SU213,4242A4
QR149,06A07C
RU391,4243C1
MH741,75021E
ZH9280,78050B
6E6488,800C63
WE571,885315
6E148,800624
CZ3530,780CCB
6E329,800B58
CA1470,78027A
SU1563,42442A
PR438,758369
FD851,88044B
BC774,8681B9
6E892,800467
MU2326,780D1A
NU58,840659
SM631,0100F6
CZ6851,780097
G9171,896383
JL437,851F4E
CZ397,78088D
PR421,7583EB
TR980,76D248
3U8822,78075D
QR199,06A09A
EK372,8963F6
9H8335,780B98
CA1439,780C43
9W331,8007C5
MU2949,78086F
DD8312,881041
JD5518,780D39
NH970,86D288
OZ728,71BD79
CA9626,780647
XY143,42417D
CI5841,899015
DL297,AB313C
MU757,780DBA
JL612,862D50
KE114,71BD32
ME265,50005B
VJ3302,888155
3U8887,78092F
ZM1029,6010AC
EK659,89610B
SQ184,76CE92
9U5472,504DD9
FD637,880446
LH1453,3C66AE
CA1458,7800B9
G8213,800435
GF941,894066
XY82,424189
TR904,76D24D
S7582,424428
SQ917,76CF26
JW874,841500
I51527,800B0A
9W979,80040B
ET921,04012A
CA720,7803C3
KE901,71BE11
MS875,010144
9W825,80046D
CZ6752,7808BF
KA877,7801B9
OZ352,71C018
SV1435,710117
MU5757,781016
FX5148,A03423
PR2814,7583AE
JL2009,850D8C
TW126,71C021
DD6377,881056
BY387,4067F8
CA1541,780F63
XY6,424174
CI114,89904B
UK830,800B26
CI910,8991AB
HO1178,780F99
UA850,AAD3C9
EK397,89630A
WZ125,4242FA
SV784,710051
TK665,4BAB23
CA4178,780FB6
ZH9240,780B1E
PR468,75831E
FE122,89906C
CA1322,780FDB
FM9222,78045A
VN238,8880E1
3V51,44D101
TK2221,4BAA43
CX614,789204
MU9651,780C02
LJ114,71BD58
SG277,800AF7
XQ7781,4BCCAF
FD320,880856
NH69,8678C0
KC127,484490
7W4958,50822F
8M601,704458
CI101,899022
MI921,76B4E3
CZ390,780708
ZH9077,7807FF
9C8938,780552
PR425,75809F
2P2525,7583FA
NL766,7609CC
IA241,728676
CA4114,7811A2
I51543,800B64
TV9843,7811DD
SL740,8832AC
KE888,71C244
CZ3636,7803FE
AQ1040,781028
MH2594,750203
CZ3600,780689
SG55,800C2B
NH258,861ED6
CZ3902,780F11
FZ856,8963B5
NS3241,78057D
CI5882,899102
SU1603,42433F
CZ3453,780D3F
6E31,80064F
LH729,3C65AE
IF211,72862C
TK7471,4BA8CA
TK2033,4BA9AC
SU6131,4242C6
ZH9729,780BF1
G8304,800B18
SU5629,4240DF
NH980,861E4E
CO682,4C8067
PC4821,4B906D
KU691,706029
AK6354,7501E4
CZ6714,780D3E
W51188,7035D4
7C4501,71C263
3U8864,780DDD
NH886,86DC9A
JL586,86EF68
CX781,780A0C
FD3162,88084C
UT801,424294
NH8494,86D943
S53617,489C14
8L9869,780904
CA988,780970
AK5747,7501E6
9W907,8001CE
PC2701,4B8E05
UK946,800B70
MU5306,781232
HU489,780E98
CA4349,780971
PC1881,4B8E1A
6E56,8007B0
9W450,80067C
HA441,A48379
AK5207,7502B8
AE262,8990F0
MU702,780659
CA1368,78076D
UK816,800B24
6E591,8005DD
VJ712,8880B0
VN237,88813A
AX184,800395
MS667,0100E0
UK847,800B6F
UO687,780AB5
9W2423,800AFC
DD4235,881051
2P2638,75824C
MU2197,780D1D
BR115,8990D0
JL93,86D59C
HU7705,7806B4
CZ6274,7807DC
OZ561,71BF75
VN662,8880D5
SQ616,76CE9A
MF897,7809B7
IX373,800B9E
IT214,899024
CI178,8990AF
9W307,8000FD
PR2960,75807F
KY8260,780FB9
CZ3134,780C35
HA449,A4470E
AL710,0101C2
ME304,500058
CA1345,78103C
I5545,800B8C
OZ732,71BF36
NL710,76098D
SU6161,42433B
9W266,80046B
DL588,A0F7E2
EY615,896299
MK681,06000F
JL876,86D930
NH928,861F3C
CA4364,780699
6E859,800AF3
J28003,600853
HX707,780AB1
BC532,8681B1
HU6170,780DD4
PR736,7583ED
QY960,40712E
FM840,780EB2
KB140,680008
NH92,867838
CZ326,780994
FZ820,896468
W67899,471F49
GK510,8474F0
CI751,8991B7
WY705,70C0A9
MU2856,780850
LJ283,71BD55
PR212,7582F4
9W366,8007C4
SU1890,42432A
BK2844,7810B6
CZ6365,780522
CA909,780C45
OZ106,71BA48
JL521,8403A1
LH723,3C6701
NS3530,78116B
RJ610,740738
KC872,48449F
BX746,71BF22
TV9816,780DB4
CX751,789201
OZ372,71BD16
KU787,70604D
SV894,71004B
EK707,896176
5J607,75829E
TR997,76D244
TK2011,4BAA67
ZH9792,780B8D
UA179,AA6B9D
TK2410,4BA930
SC4764,7BB132
BK2885,780D43
6E485,8006E1
HU7551,7800E3
G8424,800549
P3892,4071C7
MH432,75020B
MU2193,780B3B
BR855,8990CD
PG267,8840F6
MF8494,780256
BC519,868043
SK998,45AC44
Z2236,75847B
TK2007,4BAB46
5J885,7583A4
BG1,70204B
PR409,758304
LX1325,4B1619
7C3101,71C295
TK2827,4BAAD5
PC2084,4BB845
HU7962,7809DC
UT549,4249DF
SV22,710110
BR772,899085
6E182,8004B4
XQ9085,4BCCAB
PS7024,5082EF
TW669,71C253
HU6124,78049E
SU1310,4242C4
ZH9673,780787
AK527,750463
GF788,89405F
N8852,ACB84D
NH1209,86E4A6
HU7590,780EF9
KA992,780181
8L835,781051
ME424,50005A
FD355,88085A
EK392,8960DF
S71163,424048
IZ34141,73682B
CA1327,780BF8
CZ6965,781126
SV722,710048
KE890,71C241
HU7932,7812A4
BK3037,780C57
AK171,750440
AK1791,75006E
BC175,8681B6
TK413,4BA932
EK334,896308
D7179,7502CC
CI7867,899045
AI417,800B61
EU2232,78087B
MH2536,750210
NH68,86835A
HU7918,780BE2
9W841,800B15
TK2923,4BA8E9
EY101,89649E
CX420,78016F
DV710,503C71
8Q12,4BBC81
NH978,84B794
CZ8519,7BF004
EK763,896192
AC84,C058C0
6E624,800B78
SQ877,76CE91
RJ646,740736
PK785,760918
TK7210,4BCC5A
JL2209,84C586
TG633,8852E2
KA874,780A80
FD3092,880849
TK2409,4BA8F4
AK883,750111
ET917,04000F
ZH9224,780666
ET901,040065
CX418,78012B
JH146,840568
KC621,484354
NH1210,868B50
8Y706,75847D
CZ3413,781148
NH115,86E7DE
TK7218,4BCC50
6E1709,80064C
3S514,3C4585
CA931,780CB7
FD3025,880C43
BC174,8681AD
HU6313,78129C
JL658,851BDC
HU7263,780FFE
QR638,06A13A
XY403,42417F
LJ708,71BF98
MF8140,78120C
PN6203,7810B4
ZH9034,780408
BA108,400683
Z2885,758321
AK265,750458
JH147,841AE0
V8815,42428E
JL483,8518F2
CZ6338,780B72
MH2665,750201
DD7506,88105A
CI835,8991A8
ZH9602,7804F2
DP470,424368
MU5707,7812F6
JL632,862DD8
ZH9262,7805E1
5J794,7582B3
NH456,861FA4
UA891,A1F557
FD256,88044D
VJ5420,888137
KN5885,780FFC
CX411,780173
ET925,040127
MH183,750281
EK133,8960D0
MU5420,780B81
BR392,899038
CZ335,78070D
JL88,86D9FC
I35693,735031
MS637,01002F
EY408,8963CC
HY607,507C3E
PK751,760924
CX919,780ABC
NX861,780EC4
CZ8623,780F13
VN650,888093
GK384,841EBC
6E161,800BB7
BK2963,780E02
AI486,800C43
EY513,896465
AI879,800B30
SV3841,4CC3F1
MU2212,780937
EY416,896385
U62467,424363
DD8717,881055
SG814,8003AD
9C8602,7810D7
SV564,710086
SU1620,424596
ZH9168,780470
7C3401,71C087
SC8439,780366
QR816,06A0F9
TK7423,4BA8CB
HO1182,780F9C
BX114,71BF11
MM106,86CE79
UA171,A1D63D
T5555,601849
CI722,89916B
QU4433,3C1C72
JD5137,78002F
NH1268,85DEE8
