AK131,750441
WY124,70C0A6
HU7785,7808E2
EY217,896398
WY235,70C0CB
GJ8851,780C8B
HD100,846250
AK890,750109
MF8117,78110E
VJ501,888095
FM9205,780981
MU9726,780DB6
KB501,680001
3U8829,780958
CA4187,7804EA
5Y4131,A25188
CK264,780630
AE269,899051
EY84,896160
FD860,8963AD
EK569,896218
EK432,8963D0
LJ241,71BD58
R3505,42428F
TK696,4BAA66
TK779,4BAA87
CA4151,780FB2
XG1791,3C0A48
FT3302,0101A8
CZ6759,79A06F
EY211,8961A4
CA9505,7809A6
NH792,86DA5C
8L9940,781074
CX60,780217
6Y322,5110BF
MU2068,780D1B
GK303,84630C
SU525,4243EF
TK157,4BAB46
T5647,601839
UT355,424263
8L9695,780C73
PK720,7608EA
MU5484,7802C8
MU5714,780F6C
PK897,7609A7
3K761,76AA66
9W501,800B1B
TK770,4BAA74
QR208,06A016
EK182,89617F
ZH9411,780446
HX682,780A24
HU7322,781000
AK854,750465
CI102,8991B2
TR608,76D243
CZ3791,780265
JD455,781094
VN209,8880B3
I5548,800BEA
9C8815,7802CB
D83797,4CA94A
EY424,89612E
WY115,70C0EE
MF8299,7812F2
GA893,8A03A7
S7115,424584
QR9,06A148
CZ6290,78111F
FM9339,780F93
TG675,88001C
OD1017,750400
TK775,4BA9C4
JL2001,850E58
SU505,424336
CA155,780314
QR834,06A1BF
MU7137,7803ED
SC4957,7809A0
BC501,8681B1
LX197,4B1882
BK2893,780B50
TK323,4BAA62
UO128,780AB3
QR1438,06A027
ET3402,040001
9W128,80071F
HD15,840593
NH460,8682F4
EY289,8963F9
QR215,06A017
JL687,851BBA
QR664,06A138
9C8748,781011
EU2741,781022
AF487,3991E6
3U8849,7804D9
PK362,760984
CI188,8990AF
FD3226,88044F
MH805,750280
ET505,04004C
CZ3740,780BCC
KE936,71BD31
QR286,06A088
BR76,8990DE
MU5181,780300
6E844,8007CA
PR859,7583E2
GJ8881,78125B
CV798,4D0117
PG927,884207
BK2797,780C56
SV860,710058
HM187,07403B
VJ879,888156
PC101,4B84B0
OZ588,71BC36
LY1,738044
TK68,4BA952
IX252,80044A
GF7,89402B
JL541,851230
DD7102,88104F
HU7488,780DBD
OV254,70C0F3
Y87501,780BDE
JL276,85120E
AQ1061,780E8B
CX465,78018E
NH701,86796C
AF222,3965AB
LH728,3C65A5
5J625,7583F8
5J963,758433
HO1171,780D91
EU2771,7810F0
EK219,89617E
TK376,4BAAC3
WY811,70C0DC
TK371,4BA92F
KC232,48435A
MU5323,781044
XY518,424792
JD5523,780693
9C8669,7810D7
TK26,4BB142
YL100,018086
SQ319,76CEE7
CZ6730,780B72
IX350,8003F0
KE747,71C276
9H8365,7802B5
FD515,880850
CI110,8991AA
JL90,862CEA
VN208,88812C
NH421,8626CC
FX87,ABB2FE
WY849,70C0DD
TK60,4BA9D4
UA955,A2A2E6
6E872,8006E0
JL688,851CEC
EK705,89617C
MU9938,78077E
3U8737,7811E5
SV1540,7100A7
LO727,48AD08
8L9847,78101B
9C8835,7812C5
PR1845,75833B
WY206,70C04A
JL3040,8514B4
HU7207,780738
BK2735,7800A3
S73266,4242EC
TK889,4BAB45
TK792,4BAA8C
GK505,8466A0
VZ300,885963
QW9798,780DA2
CI525,8990AD
TK878,4BB1E6
AZ776,4CA269
6E128,80064A
EY613,8962E4
CA810,780298
5J624,758070
QR970,06A03D
MH2603,750211
EY474,8960C6
CA1573,780D8B
BK2787,780701
VJ623,8880D9
HO1138,781056
QR1369,06A139
ZH9955,78046B
NX825,780D4A
EK501,89639E
CA1983,7808A7
CA8971,78086B
TW607,71C294
LH8419,3C7068
PR453,758340
9C8917,78061F
MU2359,780534
NH620,861BEC
AZ769,4CAA6D
ZH9216,780571
NH731,861C10
QR605,06A07A
AI952,8003E5
RO187,4A08E8
TK577,4BAAC1
FD3160,88084F
PK702,7608EC
AI114,80073F
JH321,840568
LH772,3C65A1
LH778,3C65A3
MM12,86D1EB
KE479,71C217
MU7635,780DB7
9C8920,780928
MF8063,780F0B
CZ3609,780689
AK536,750463
6E282,800687
6J23,86CEE7
ZH9621,7812E7
QR93,06A0FF
MU2731,780854
SC8843,78111A
8L9633,780433
SV116,710061
KU332,70602A
EY251,896347
MU5177,780F43
5J150,7583B7
QR2,06A062
CZ6899,79A058
G9254,8963BF
VN161,8880B4
Z2481,758224
3U8657,79803F
JW905,846B34
JL2201,84C586
DD7510,881041
8L9745,7810C0
5X1,A77F26
IT210,899028
CA4005,780067
AF489,39644C
HU7147,78129F
TW281,71C000
MU2143,7BB0B4
SU1893,4242BD
CZ3533,780F78
KE849,71C240
FM9189,780BA8
PR467,758338
HD12,8745FF
MU2175,781228
EK86,896472
VN1370,88808B
KE827,71C025
SV143,7103D8
IT240,899027
VY7783,3444D1
GK153,845F78
MK34,060030
CA1701,780D89
EK318,8960F0
QR8142,06A1EA
ZH9931,7BB12D
FD396,880853
SL800,883292
QR172,06A0BA
VN105,88809B
G9621,896366
AY131,461F53
EY65,89643E
MU2251,780935
FD101,880846
MF8087,780258
CZ6387,7809EA
VN302,8880AD
SU5450,400166
EK544,896054
AK5744,750464
7G74,84B5EE
Z27110,75847F
DR6577,780D4C
AQ1033,780D03
EK82,896319
JL903,868690
MU2303,780C4D
LJ201,71BD59
MI962,76B4E3
FZ681,89637A
EU2289,780D6B
IX412,800B9A
EU2249,780EB4
OZ170,71BF69
VZ100,885964
SC4091,780FF3
GJ8865,780E56
BR182,89906E
NH1711,86D6C8
3U8369,7805BA
OZ184,71C038
Z2942,7583E4
NH53,8686CC
6E351,8007CD
EY11,89649E
CA1893,780ACB
TK885,4BA914
TK686,4BA910
TK338,4BAA7A
TK814,4BAA88
MF8393,780D77
KE621,71BD33
CZ3115,780BA2
CA1859,780E20
PR2131,758344
CA1529,780FDF
3U8207,780E4F
KZ627,8478AB
TW125,71C220
B7170,89904F
ME431,50005B
OZ542,71BE25
AI19,8004D5
LX138,4B191A
CA4175,780800
MM153,86D57F
OZ122,71C074
NX6,780EC3
CA1382,7810F7
HO1149,780F0A
MI750,76B442
NH1747,861FA4
MU9611,79A036
MU7337,78084D
7C1102,71BF79
MF8281,7805D5
FU6613,780F5A
DR6533,780FA2
AI263,800BE6
AK504,750410
LH730,3C6701
SC8836,780FF6
EY81,8963CE
MU719,780FE9
9W121,800BD8
3K511,76AA6C
CI861,8990A8
CA1461,780E76
KU417,70605F
SC8794,780C91
PG289,8840F4
EK150,896181
3U8701,7810D3
PK218,760999
G9484,8962D1
WY412,70C0C2
AK5108,750451
NH602,845D88
BR891,899048
CX238,780A39
AI933,800739
MU5202,780301
OS25,4406DE
AE1819,8991A6
9W2093,80015A
CA948,780BF9
ZH9121,7BB12A
BL782,8880CB
LY2374,73806A
KA857,780125
EK926,896311
RO167,4A08E9
CA4343,780971
EY658,896346
HU7769,780DD1
HX363,780A31
PR2968,758087
FM9541,780695
CA4457,7803AF
9C8985,78067E
ZH9852,7807A9
AK866,750457
NH772,868094
NH661,868338
SU2423,4243FB
MU2205,780857
OZ112,71BF91
6E995,800C75
CI833,8991A3
ID7171,8A06FD
KN5855,7805B2
MU5402,780D23
TG651,885044
X36159,3C0CA0
H9560,70AA67
QF2,7C4924
SU1871,424255
SC8812,780E5A
6E863,800B37
MU7677,78064F
3U8567,780E4E
HU7189,780D65
BA124,40058A
BA105,4006C4
SC4955,78116C
EK4,8960E7
UO618,780AC4
5J782,758228
MF8022,78120C
HO1263,780533
AM98,0D085C
ZF4232,424988
MU2249,780853
5J851,7582E7
OQ2089,780574
JL505,861EDE
EK10,8963E8
CZ6657,780746
SQ828,76CEF6
MU2163,780C50
SC4761,780741
KN5827,780F53
3K555,76AA73
SC4837,780B07
HU7744,780EFC
J9555,70620C
MU2531,781234
WB304,06E00F
JD5363,780252
FM9460,7BB084
LY27,7380C0
SN3293,44D076
MF8435,780477
FD630,880455
6E416,8005F6
HO1111,781251
6E3955,8006E1
PK739,760982
BS322,702077
9H8411,7811D3
BC302,868041
PR428,75823C
AE1855,8990F6
CZ6521,7802D8
G9407,896365
CA1505,7803F5
Z229,75847B
8L9973,78101E
6E643,80064B
HD113,845EBC
RQ10,700029
U6300,4242B3
MU5422,780DE4
PG260,88420F
GT1071,78053A
CA4171,78076F
5J110,758328
WY132,70C0CE
BG36,70203F
FD3510,880C41
CA4194,780ACE
CI711,8990B0
CZ6169,780DAC
CI7915,8990AE
TK70,4BA94E
G9521,896400
6E146,8007CB
6E765,80068B
3U8881,780E54
EY214,8963A9
HU7727,780D2F
MF8269,780663
WY674,70C0CD
CA1831,780649
EY228,89642A
QR672,06A0F9
OZ727,71C078
EK43,8963F7
6E456,800603
3U8917,7803E2
TK730,4BA9CB
SV456,71012F
6E238,800BEB
BX182,71BF31
6E133,800BC1
CI601,8991BF
9C8859,780B57
PK260,760997
G9671,89642D
WY102,70C0A7
MI436,76CD8D
8K523,882DA3
EU2258,781021
QR419,06A092
ZE881,71C053
EY273,896325
RS714,71BF90
EK906,89617A
TK2236,4BAAAA
EK520,89631A
NH662,867570
DE129,3C6428
8K802,882DA1
MF8395,781117
QR890,06A046
VJ212,8880B7
6E652,800625
QR164,06A0B9
5Y8507,A5A98D
MI972,76B4F1
VJ125,888096
QR289,06A09C
ET504,040045
MI424,76B443
TK38,4BA9C8
HU7611,7809DB
MM133,86CF01
EY651,8963AA
7C1382,71C049
VN7214,88808E
SU1442,424300
WY331,70C0F2
HO1011,780615
FD3001,88084A
MF8160,7802E8
OZ951,71BC20
SU1701,42454D
MS676,0100A3
CA1055,780D8F
BR188,899054
AF1121,3991E8
SV708,710105
HD118,8404F4
MU5318,780CA0
HU6026,780980
JH6801,845B9C
ZH9961,7810E7
LY340,73806B
EY269,896440
SC8825,780DED
KA937,780195
PR896,758404
VN581,8880D5
MM921,86D22F
DD7208,881057
FD3064,88084D
KE603,71BF14
EY286,8961E8
SC8725,780ED2
FD624,880856
PS800,5082EA
HO1185,780CC2
9C8975,7802BA
SV1057,7100B9
A67127,780423
TK20,4BA947
SQ970,76CE94
TK883,4BAA89
HU7607,780D14
AI851,800C48
CZ3957,780628
ZH9003,780569
NX9666,78041D
FZ736,8963B3
KN5925,780F19
XY276,42414D
TW311,71C056
CA160,780D85
EY212,896386
B2768,51009C
9W571,80015E
3U8847,7803E4
RU674,4243FE
BA199,406B0A
AZ814,4CA846
IJ1051,840587
5J792,758229
HO1094,780753
FZ860,8963AD
NH577,85DEE8
VN1621,8880A1
EK656,8960CE
JL91,86D5BE
UT763,4242AD
3Z7119,505E67
LH716,3C4B34
MU2035,780DB8
NX870,7811D8
CA1871,780D82
HO1288,7811D7
VZ130,885962
BL780,8880EC
NH2152,8638B0
NH642,861BA8
TR978,76D241
FB573,451E8D
BC152,86803E
3U8865,780C27
EK71,8963F4
CZ6519,780BD6
SU5496,4240DC
ZH9736,781006
EY232,8963AB
MU5497,781087
JD5645,780E8F
EK525,896303
FZ782,8964D2
GS7525,780B32
EK53,896317
LO151,48AE82
SU1953,4249B6
OM297,4CA350
DD7910,881043
CI2130,8991BA
CZ6456,780768
SQ890,76CE2C
6E713,800C6A
BF703,39BE89
TV6033,780BE6
MU2333,780C52
TR304,76D038
TK44,4BA9E5
SG704,8005D6
SU1702,424948
KE893,71BD53
BA163,4007EC
QR1407,06A032
9C8911,781086
KZ241,8417BB
SU1951,424259
EK394,8963E1
6E738,800597
BX116,71BF63
BR281,89904A
PR2889,75824E
ET611,040126
TK773,4BA932
JL372,851848
WE426,885315
CA1822,7809A4
PA471,7609AE
DR6513,780FA3
EK779,896215
OD632,7502D8
CA4189,781159
KN2301,780640
6E171,503C61
AI136,800736
6E702,8007CE
CA4251,780352
QR818,06A0FC
6E251,800BB4
S73268,42441E
CA1299,780BF3
AK880,75033D
CI781,89901C
S73210,424956
CZ6299,7809F7
Z2432,758042
KA692,78012D
MU2929,7803F0
TG637,885153
SU6972,4CAA8A
FD556,880447
OZ3355,71C279
SQ402,76CE2D
FD508,880C42
GF274,894075
KA451,780181
TK893,4BAAD5
CA4401,78028B
ET604,040066
TK875,4BB1E2
HO1152,780F9D
SC4897,780577
3U8961,780510
EK382,8960EB
SU1131,4242EA
SV314,710122
HU7767,780EF9
7C1607,71C261
CZ6459,7809F9
6E379,8007CC
WY106,70C0A4
Z92105,6831F9
D7504,750074
LX178,4B1916
JL162,851186
MU5223,79A04B
AI112,8005F1
TK90,4BA949
PR525,75823D
S73280,4242ED
6E261,8007B1
LJ231,71BD61
I5779,800B40
Z2884,75833E
FZ448,896376
6E719,800B12
RJ112,740826
KQ117,04C117
3U8531,780375
H9556,70AA6F
NH763,86D2CC
ZH9222,78031A
MU5725,780E82
XT402,8A04E0
JD5569,780EC7
SC8729,78116D
SV1422,710056
QR223,06A095
UO600,789206
6E903,800C6B
3K721,76AA6F
FD3102,880C44
3U8693,79803E
9W517,800506
SU1165,424598
MU9645,780C51
QR570,06A0AE
CZ6341,7803B1
G9502,896413
EK76,89618B
MU2527,780F2E
WY281,70C0A1
6E811,800BB6
VN212,888023
EK384,896483
EK101,8960DF
JL97,86D68A
HU7211,78105B
FD760,880858
NH52,8686AA
HX231,780AC2
KU354,706025
OZ353,71BF89
CA1048,7BC009
JD5123,7806C5
FZ589,89648F
TK54,4BB148
CZ6886,780FD8
WY408,70C0E1
LY5,738072
AQ1051,781028
BR6089,8990C2
LY392,738051
OZ369,71C259
BC705,8681B2
NX602,780340
3U8583,780735
WE420,885314
G9539,8963FF
MH2660,750214
7L216,424407
FD3227,880453
B2736,51006C
AK423,7500DD
CA936,7809A5
CA4363,780760
ZH9828,780B8F
6E654,800BE0
EK530,896174
G8425,8004D8
SU2093,424378
KU358,706050
CA1369,780010
6E6683,8007DF
S7810,4242BF
SU2135,424348
QR189,06A0A7
DD8302,88104B
CA631,780299
SC4095,780742
AI485,800C4A
5J181,7583A5
CX616,780129
BA123,40058B
NH244,867816
WY844,70C0AB
OZ1055,71BF93
KB140,680008
KL566,484001
QR1345,06A01B
NH673,86CFA0
OZ1085,71BF54
EK9872,896171
JL3100,851C20
UT804,424294
MU2181,78064D
IX382,800395
WY292,70C0CA
CZ3963,7805FD
SU1937,424317
CZ8402,78010D
TK347,4BAB30
EK376,8960EA
EY18,896407
JD5739,7804D7
CA1405,780D2B
3U8854,7811E3
MU5620,780FF8
PC601,4B8E10
EK38,8963F5
6E656,800B72
TU6015,02A193
UL198,77044C
MU726,7802A3
6J88,86CF91
BC790,8681AA
FD3188,88044B
QR640,06A13A
CA1275,780BF4
BR828,89906D
CI160,899021
KE796,71BD66
SQ613,76CE66
MF8473,780E45
ZH9416,780317
BK2777,78127B
AI549,80051F
EK232,8963E9
SV107,710121
JL3103,851F4E
MU9619,780CA8
EK7,896188
VN579,8880CA
CA4129,7810F8
KE875,71BF24
SC1181,780F6A
CA8281,780B5B
G9493,8962D0
LY52,7380AB
WY678,70C0E0
QR836,06A146
SC1153,780C90
CZ6257,7803CC
GK21,847884
CZ6541,79A042
PG102,88420E
FZ984,8963B4
6E218,80068E
SL749,883290
3U8775,780070
MF8313,780E44
MF8613,7807A1
HU7710,780818
KA495,780183
MI512,76CD91
MU747,781214
CA4161,780F1E
G8302,800C77
8L9873,78095C
9C8635,7810FC
HX607,780A54
GK100,846A34
MU2397,78122E
FV5661,42431E
NL799,7609A4
TK2476,4BAA0A
UU887,3A2E22
GS7528,780C6E
RJ182,740827
FU6577,7812AC
AK1757,75033B
SQ422,76CDAE
QR59,06A0E0
CZ6161,7802DF
MU5183,78028E
LO171,48ADA4
HD58,846D0C
Z2350,758330
MU5764,780DB5
EK204,89618A
QR8580,06A190
SQ915,76CE69
CX691,780ABC
ET337,040078
CA169,78028F
9W593,800554
ZH9618,780D6A
EK20,89647B
MF8115,780D78
UB1,7041C4
QR248,06A097
JL905,86EF01
PN6271,78084A
6E987,800BEC
SC8755,780ED3
LJ21,71C017
SL525,8832B5
E3865,8838EE
VN7234,88804D
CA4305,78026E
KE697,71BF27
G9668,896372
BR192,899085
KU784,706006
N4306,424374
AK5302,750436
CZ6374,7807DB
U62468,42453A
CX415,78012B
NH771,86D906
SG530,800700
QR1361,06A030
TK95,4BA9ED
NH859,86EBD8
EK302,89618D
CA1351,7803F6
MF8031,7808D2
TK84,4BA94A
BC4,868043
HX285,780A9F
MI346,76B4F0
PR300,7583EB
QR1373,06A0AC
DV812,503C71
HY638,507C3D
FD251,880842
HU7897,781109
JH352,841024
CZ6510,781097
AI1559,800414
ZH9083,780BEB
CA8221,7800A1
MH1,75044A
QR1363,06A1BD
E3735,0C602D
G8305,800BF8
HU7129,780DC1
MU2677,78078B
DE356,3C49E8
TG917,88516E
NH633,85D7C0
FD420,88044E
3K792,76AA72
EK144,89620B
MU5701,7812F6
OM135,4CA1AA
8L9965,780DC0
CI903,8991A2
IX195,800B9D
OZ502,71C254
LJ647,71BD67
6E318,800C6C
FX5152,A7A557
KE865,71BD74
MU2873,780CDB
CA4369,7812DF
UO706,780AB5
MU2865,780724
MU5257,78119D
BG44,345310
EK526,896214
5P5663,489C03
CZ3027,780862
JL254,851BDC
6E271,800BF5
TK677,4BA90F
NL785,7609CD
UQ2519,7803A7
CO541,4C8063
RS732,71C266
3U8838,78075E
VN7284,888090
ET725,040031
CA1567,780292
NS3237,781169
HU6166,7812E5
EK9842,896172
HU7079,781060
QR628,06A078
G8101,8007F6
SC4097,780B08
SG678,800BCE
CA932,78086C
PS538,5081FB
SV1681,710095
MI602,76CD8A
3K817,76AA70
SU1166,155BE6
AI477,800440
OQ2305,780C3B
IA214,728641
QR152,06A0BD
CI118,8990AB
JL507,8518F2
BR211,8990E2
AK520,750413
MU2807,780E3F
HX611,780AB1
J28,424293
SV308,71018A
9W685,8076C4
RJ704,740822
CZ3009,7803B0
HO1121,7805E8
CA4113,780831
Y87595,7812F0
OZ361,71BD16
FZ332,8963B8
JW907,8406B0
CX907,789202
CX841,780A17
JW130,841FBC
5J249,758324
CA1469,780068
QR932,06A19E
VN1201,88805A
JD5577,780DF1
PR313,7583A8
CX752,780193
CA1895,7804BB
QR930,06A0BF
FX19,A841F5
LX256,4B187D
XJ601,886284
BC551,8681AE
KB141,680008
MF8267,7805D6
SV381,710132
NH1414,8678C0
9W509,8001CA
OD8112,7503C2
ZH9101,781284
FZ760,89632F
QU6131,5082CB
ZE601,71C057
MF8647,780BC6
HU7557,780656
FD311,880859
CX250,78023D
GX8811,780428
SG841,800638
HU7895,7804FC
ET700,04014B
AE981,8990A1
HD82,861AFE
KE2725,71C210
HU7703,780FF1
AI493,800544
MU2867,7802B1
G8390,800C34
HX696,780A05
DR5325,78001D
SG14,8006FC
ET407,04003B
MU5251,781231
SG42,80070F
NH434,85CD04
TR118,76D257
TG603,8850B4
X36447,3C0D01
SG913,800B81
HO1168,781250
CI113,8990AA
7G76,841442
7C1302,71C064
6E861,80051A
PG270,884205
RJ650,740732
LN188,018078
PC741,4B8E41
OZ1145,71BF41
KE691,71BE43
FZ657,8962B5
QR946,06A0FB
EK322,8963F2
CI922,8991AC
CI701,8991A9
CZ6753,780DB0
CZ6237,780488
QR858,06A2B1
I51324,800C45
VN1262,8880F0
EK564,896211
FM9171,7803E7
MU2152,780EBC
QR848,06A04C
6E79,8007DE
JL87,86D9FC
FM9384,7BB085
CA4431,798037
QR806,06A066
QR956,06A0AF
CZ6281,781156
VJ131,8880E9
HO1031,7804E6
CI70,899128
HO1013,78042F
6J84,86D215
FD359,880446
BC510,868038
EY222,896429
LH693,3C6491
SG501,4B8DF2
KE831,71C042
CI5155,89911F
FD566,880851
CZ3220,780771
EK766,896310
CZ606,780086
EK164,8963E0
CZ6271,781157
KA905,780162
ZH9870,78083C
MU212,780FED
JD5175,780EC6
JL883,851142
CA1619,7806F9
OZ115,71C039
QR614,06A08F
AK6351,7502AD
ME209,748021
HU7382,7812A1
NH806,86D9B0
TU6017,02A191
VN217,88812D
TG402,88001D
EK504,8963D7
HX497,780A6B
CX710,780A8D
QR823,06A049
G8701,800C79
JL306,861AE4
EK781,896169
MS802,0101BC
MU7159,780D20
CZ3491,7BB107
QR24,06A0B3
ET413,04005B
D7378,7503AA
AI787,8001AA
U62426,424363
SC4751,7812D6
UK990,800B26
EK306,8963E7
8L9669,78101A
TK52,4BA9EA
BA109,4007FB
5X104,A353C6
GK107,840944
PC701,4B8750
PR434,758384
QR610,06A07C
BR217,899050
3U8729,781015
EK188,896212
SQ998,76CE91
NH621,861ED6
MM103,86D20D
ET621,040014
OM301,682211
CA1317,780658
CI55,899022
HX771,780AAE
6E159,800B58
9C8875,780083
NH384,863C44
TK56,4BB14A
TK170,4BA9E7
OZ241,71BC23
ZE931,71C269
6E163,8007B3
HU7070,780D13
MU9727,780C60
MU2337,7804B1
G8418,800BFD
QR962,06A13B
SM3358,0100E7
6E915,800C1F
5J962,758225
U6623,4242FD
BL482,888144
HO1285,780977
NH1203,862338
KU1544,70605B
NH861,86CF38
NL772,7609CE
ZO3000,7368E1
JL642,850DAE
UK883,800C64
CA934,780AE5
3U8525,780E4D
PA172,761487
UW9930,798006
MI922,76CD8C
SU233,42460E
MU721,7800F4
MK57,060014
OQ2301,780745
6E972,800B74
FT3055,010199
KA486,78017C
AK6412,750148
JL2501,8511CA
CX912,7801CB
NH57,86D1DE
IT231,89902A
JL827,86E75E
HO1119,7810EB
DP366,42436B
OZ721,71C282
KE723,71C250
CZ6483,78010F
OV266,70C0F4
DD7805,881042
SV374,71002B
CA138,780E30
EK540,896177
CX597,7801B0
RX410,702078
PK753,760918
EK701,8960E8
9W818,80065D
MU5801,7812F5
KA326,780A4C
KA955,780A41
KE113,71BD34
5J383,7580C6
SQ600,76CE67
SU1431,42437D
SQ876,76CE63
HU7348,7812A3
ET501,04002F
FM9213,7812FF
IT303,89902C
AI914,800B61
KE715,71BF17
BC791,8681B5
6E788,8004B5
Z2781,75832F
S7215,424286
PC513,4B9068
TK159,4BA8F2
SG519,80070E
NH851,86CE8E
FZ69,8962B6
U61139,424616
6J34,86CF2B
CA831,780E77
CI5542,89911C
IX538,8003B3
ZH9601,780787
CA4515,780703
CZ3023,7805ED
AI54,800401
5J617,75829C
FZ835,89637B
S7124,424250
6E873,800B77
MF8401,781112
OZ102,71BE41
VS400,4067D6
I5787,800C29
SQ321,76CD6E
MS631,010108
HX336,780A6C
GK693,841400
QV815,708025
SQ631,76CEF0
SG812,800BC9
NH55,868688
MF8607,7807A3
KE657,71BC02
CZ394,78109C
CI156,8991B3
SM402,010194
KE2851,71BF66
VN301,8880F7
TR562,76D036
FZ431,896330
SV916,4BB474
ET715,040140
MH69,7502B2
CZ6654,780487
MU5649,780790
SV213,710070
KE2707,71BD73
AI633,80052E
2G9787,14F112
SG58,4BD153
CZ6321,7802C1
CA938,78115B
EK26,896318
FJ391,C88018
CX438,780A0C
ZA5139,70E059
SV806,710057
PR668,758336
CA185,7803AE
CI7903,89904B
HO1179,780F35
HO1221,780D90
6E339,800B76
GF131,89407C
HO1052,780E79
ET701,040131
JL813,86D668
ZE611,71C264
CA4177,7802D4
HU7245,780550
VJ946,88811C
KE681,71C002
SU5684,4000F9
FX5132,A76535
DV703,503C5B
AK170,75043E
CA1477,780C41
X36835,3C0CB2
XY294,424793
AI459,800521
EK346,896482
CA4337,7810BC
CZ6384,780767
SU1712,424574
EK620,89621A
CV450,4D0114
CA129,780528
MU2705,7812B4
6E298,8005DD
VN7554,88804E
MK45,06002F
BA31,406EC9
U694,4242F6
SS774,39C958
ET820,04007A
ZH9901,780476
CI107,8991BD
MF8423,781111
6E541,800B92
6E641,800B78
G8329,8006F5
JW800,841894
CA9509,7809A9
HU7805,7812A0
SG160,8005D5
G8421,800B0B
LH722,3C6702
UL504,77058F
SQ632,76CDA3
QR495,06A1E1
BL655,8880C4
EK203,896475
SU2429,424344
3U8209,780F31
Z2235,75847A
MU2367,7809BE
G8128,800C60
HU7315,780816
S24496,800606
WY275,70C0BF
ZA212,70E03C
JL492,851164
SU1373,424258
MM522,86D295
CX421,7801B5
AI469,800B44
HU7779,781003
PR1812,75823E
U6106,424927
B2740,510041
IK730,4243C2
6E474,80064E
CZ8521,780D40
CI120,8991AD
SL119,8832B6
MU279,7800FF
MU5877,780E81
6E51,800B11
GS6510,7811FE
CI181,8991A8
3U8633,780071
EK9886,4D012B
5J347,758322
KE8208,71C043
MU5037,78066A
CZ301,781148
6E523,800717
TR866,76BCC3
SG263,800AF7
VS300,406D4D
CZ8616,78051D
HD130,841E00
JL20,86D59C
ZF9955,424426
6E1403,800B13
ET707,04012A
QR8292,06A1A5
CZ8505,781120
KA626,7801B2
MI912,76B4E9
BA15,40621C
3K533,76AA61
JL2203,84C2E0
CZ8407,7802F2
G8532,800435
SG136,800BCD
SV599,7100B7
MU269,780D1D
FM9302,780483
VN1601,888061
CA101,7807CC
AI381,800741
KA802,780126
FD5422,880849
SU2113,424315
CZ6379,798041
CX767,780A67
FD650,880843
CI170,8990A9
CZ623,780D0F
TW277,71C067
IY649,890021
QR652,06A04E
JL624,851CA8
G8811,800C05
FZ583,89646C
SG123,80074D
MU5602,78122C
CX562,78016E
JL21,86DA40
MU5011,780651
FD3213,880448
MF8430,7802EB
IA266,728644
DD7521,881050
CZ6939,7812DA
9W201,800B1C
UO1253,780AA0
EK510,8963DC
SG471,800407
HU7605,78089F
HU7987,7812A2
SG876,8007F0
PR358,758369
SQ850,76CE96
KA825,78018A
PG876,8840F9
SU2405,4243D5
VJ242,8880F5
CZ3987,7809E6
5X64,A7E6C7
CA757,7BF013
6E132,800C63
NL702,76098D
EK2642,8960D2
G8135,8007D0
VJ461,8880B6
G8113,8007F7
HD101,846250
CX5,780232
J2102,4242F4
HD62,846978
NH246,861B86
AI525,8001AC
VN7552,888022
9W2822,800660
GK500,84715C
SC8859,780822
LJ641,71BF43
6E732,80064D
CX705,780A63
TG634,885157
CZ6711,780F11
CX533,780170
KE775,71C272
ZH9911,780B1C
VJ130,888140
9W619,8007C3
6E266,800C74
EK658,89610F
VN218,88809D
OD221,7502DB
SG194,800BCC
MH2504,750223
HU7837,780372
HU7549,7808A3
S24349,800607
TK173,4BA9C9
BR106,8990CE
CZ3101,78070A
9C8589,7811B2
G8719,800C7A
9W618,800174
CI154,8990A2
AI439,800733
RX754,702078
5J637,758226
6E516,800B2B
KL446,484F73
KC979,484490
6E3612,80054C
QR1147,06A1DF
S7118,4245B6
CX650,780AAD
CX407,78018F
NH735,861B64
6E482,800C70
CA927,780AD2
PR2979,75807F
NX886,78033F
SU1743,4242A4
OM501,4CA127
ZE617,71C231
MU5401,781105
AI803,800C08
UO1012,780AC1
FZ174,896335
SU5612,4243E5
TR869,76BCC5
GS7839,78089A
EK356,896213
CZ3277,78074C
6E308,800C15
6E1712,80064F
VZ101,885964
7G12,841EFE
9W822,800AFA
VN219,8880F6
EY316,89613E
NH961,869210
TG641,885041
PR2545,758073
OD1008,750404
NH875,840888
IK2484,4242A7
AI603,800BF9
KE813,71C245
JD5336,7804D6
7C1303,71C032
CX523,780134
LJ81,71BF34
QR600,06A02E
BR851,89906B
CA1854,780D7F
6E288,800519
6E158,800718
HU6169,780DD4
UK959,800BD2
OZ351,71C060
WY241,70C0F7
FM9331,7812FE
AI620,800400
FM9108,7806A1
9C8791,780F2B
BA153,4007F7
LJ113,71BD56
CX474,780AA2
TG659,88002D
KE483,71BF20
NH972,86DC9A
GS7977,7810FB
VJ270,88813D
CX596,780132
SQ860,76CD66
9W2055,800754
TG481,885221
AI804,800BE7
FZ661,8962BE
OD1001,750405
3U8719,7808F4
6E245,8008C2
TK428,4BAA14
PL435,758302
HU7181,78097B
KA731,780A81
MF8125,780E48
HU7541,7807B3
CZ6503,781096
A9752,51407D
SQ805,76CF2A
NH54,8686EE
NH869,86DA16
BL785,888044
HM17,074040
